indexInDoc	indexInText	token	taggerPOS	goldPOS	correct?
1592	1875	of	IN	IN	YES
1593	1876	the	DT	DT	YES
1594	1877	maximum	JJ	JJ	YES
1595	1878	correlation	NN	NN	YES
1596	1879	with	IN	IN	YES
1597	1880	the	DT	DT	YES
1598	1881	neural	JJ	JJ	YES
1599	1882	data	NNS	NNS	YES
1600	1883	defined	VBN	VBN	YES
1601	1884	by	IN	IN	YES
1602	1885	the	DT	DT	YES
1603	1887	noise	NN	NN	YES
1604	1888	ceiling	NN	NN	YES
1605	1891	We	TO	PRP	NO
1606	1892	compare	VB	VBP	NO
1607	1893	in	IN	IN	YES
1608	1894	this	DT	DT	YES
1609	1895	paper	NN	NN	YES
1610	1896	several	JJ	JJ	YES
1611	1897	feature	NN	NN	YES
1612	1898	selection	NN	NN	YES
1613	1899	methods	NNS	NNS	YES
1614	1900	for	IN	IN	YES
1615	1901	the	DT	DT	YES
1616	1902	Naive	NNP	NNP	YES
1617	1903	Bayes	NNP	NNP	YES
1618	1904	Classifier	NNP	NNP	YES
1619	1906	NBC	NNP	NNP	YES
1620	1908	when	WRB	WRB	YES
1621	1909	the	DT	DT	YES
1622	1910	data	NN	NNS	NO
1623	1911	under	IN	IN	YES
1624	1912	study	NN	NN	YES
1625	1913	are	VBP	VBP	YES
1626	1914	described	VBN	VBN	YES
1627	1915	by	IN	IN	YES
1628	1916	a	DT	DT	YES
1629	1917	large	JJ	JJ	YES
1630	1918	number	NN	NN	YES
1631	1919	of	IN	IN	YES
1632	1920	redundant	JJ	JJ	YES
1633	1921	binary	JJ	JJ	YES
1634	1922	indicators	NNS	NNS	YES
1635	1924	Wrapper	WDT	NN	NO
1636	1925	approaches	NNS	NNS	YES
1637	1926	guided	VBN	VBN	YES
1638	1927	by	IN	IN	YES
1639	1928	the	DT	DT	YES
1640	1929	NBC	NNP	NNP	YES
1641	1930	estimation	NN	NN	YES
1642	1931	of	IN	IN	YES
1643	1932	the	DT	DT	YES
1644	1933	classification	NN	NN	YES
1645	1934	error	NN	NN	YES
1646	1935	probability	NN	NN	YES
1647	1936	outperform	NN	VBP	NO
1648	1937	filter	NN	NN	YES
1649	1938	approaches	NNS	NNS	YES
1650	1939	while	IN	IN	YES
1651	1940	retaining	VBG	VBG	YES
1652	1941	a	DT	DT	YES
1653	1942	reasonable	JJ	JJ	YES
1654	1943	computational	JJ	JJ	YES
1655	1944	cost	NN	NN	YES
1656	1946	1	CD	CD	YES
1657	1947	Introduction	NN	NN	YES
1658	1948	We	PRP	PRP	YES
1659	1949	consider	VBP	VBP	YES
1660	1950	in	IN	IN	YES
1661	1951	this	DT	DT	YES
1662	1952	paper	NN	NN	YES
1663	1953	application	NN	NN	YES
1664	1954	contexts	NNS	NNS	YES
1665	1955	in	IN	IN	YES
1666	1956	which	WDT	WDT	YES
1667	1957	a	DT	DT	YES
1668	1958	large	JJ	JJ	YES
1669	1959	body	NN	NN	YES
1670	1960	of	IN	IN	YES
1671	1961	expert	NN	JJ	NO
1672	1962	knowledge	NN	NN	YES
1673	1963	is	VBZ	VBZ	YES
1674	1964	available	JJ	JJ	YES
1675	1965	as	IN	IN	YES
1676	1966	a	DT	DT	YES
1677	1967	series	NN	NN	YES
1678	1968	of	IN	IN	YES
1679	1969	simple	JJ	JJ	YES
1680	1970	and	CC	CC	YES
1681	1971	low	JJ	JJ	YES
1682	1972	level	NN	NN	YES
1683	1973	parametric	JJ	JJ	YES
1684	1974	scores	NNS	NNS	YES
1685	1976	The	DT	DT	YES
1686	1977	goal	NN	NN	YES
1687	1978	is	VBZ	VBZ	YES
1688	1979	to	TO	TO	YES
1689	1980	build	VB	VB	YES
1690	1981	an	DT	DT	YES
1691	1982	interpretable	JJ	JJ	YES
1692	1983	classifier	NN	NN	YES
1693	1984	from	IN	IN	YES
1694	1985	this	DT	DT	YES
1695	1986	knowledge	NN	NN	YES
1696	1988	and	CC	CC	YES
1697	1989	from	IN	IN	YES
1698	1990	a	DT	DT	YES
1699	1991	learning	NN	NN	YES
1700	1992	set	NN	NN	YES
1701	1995	Then	RB	RB	YES
1702	1996	the	DT	DT	YES
1703	1997	scores	NNS	NNS	YES
1704	1998	are	VBP	VBP	YES
1705	1999	assumed	VBN	VBN	YES
1706	2000	to	TO	TO	YES
1707	2001	be	VB	VB	YES
1708	2002	simple	JJ	JJ	YES
1709	2003	parametric	JJ	JJ	YES
1710	2004	functions	NNS	NNS	YES
1711	2005	from	IN	IN	YES
1712	2006	the	DT	DT	YES
1713	2007	data	NNS	NNS	YES
1714	2008	space	NN	NN	YES
1715	2009	to	IN	TO	NO
1716	2010	R	NN	NN	YES
1717	2011	with	IN	IN	YES
1718	2012	the	DT	DT	YES
1719	2013	interpretation	NN	NN	YES
1720	2014	that	WDT	CC	NO
1721	2015	a	DT	DT	YES
1722	2016	high	JJ	JJ	YES
1723	2017	value	NN	NN	YES
1724	2018	of	IN	IN	YES
1725	2019	a	DT	DT	YES
1726	2020	score	NN	NN	YES
1727	2021	indicates	VBZ	VBZ	YES
1728	2022	that	IN	IN	YES
1729	2023	the	DT	DT	YES
1730	2024	datum	NN	NN	YES
1731	2025	submitted	VBD	VBN	NO
1732	2026	to	IN	TO	NO
1733	2027	the	DT	DT	YES
1734	2028	score	NN	NN	YES
1735	2029	belongs	VBZ	VBZ	YES
1736	2030	probably	RB	RB	YES
1737	2031	to	IN	TO	NO
1738	2032	the	DT	DT	YES
1739	2033	class	NN	NN	YES
1740	2034	that	WDT	CC	NO
1741	2035	the	DT	DT	YES
1742	2036	score	NN	NN	YES
1743	2037	has	VBZ	VBZ	YES
1744	2038	been	VBN	VBN	YES
1745	2039	designed	VBN	VBN	YES
1746	2040	to	TO	TO	YES
1747	2041	detect	VB	VB	YES
1748	2045	consider	VB	VBP	NO
1749	2046	a	DT	DT	YES
1750	2047	concrete	JJ	JJ	YES
1751	2048	example	NN	NN	YES
1752	2049	from	IN	IN	YES
1753	2050	our	PRP$	PRP$	YES
1754	2051	main	JJ	JJ	YES
1755	2052	application	NN	NN	YES
1756	2053	domain	NN	NN	YES
1757	2055	aircraft	NN	NN	YES
1758	2056	engine	NN	NN	YES
1759	2057	monitoring	NN	NN	YES
1760	2059	see	VB	VB	YES
1761	2061	7	CD	??	NO
1762	2063	for	IN	IN	YES
1763	2064	details	NNS	NNS	YES
1764	2067	We	PRP	PRP	YES
1765	2068	aim	VBP	VBP	YES
1766	2069	here	RB	RB	YES
1767	2070	at	IN	IN	YES
1768	2071	classifying	VBG	VBG	YES
1769	2072	some	DT	DT	YES
1770	2073	short	JJ	JJ	YES
1771	2074	time	NN	NN	YES
1772	2075	series	NN	NN	YES
1773	2077	around	IN	RB	NO
1774	2078	150	CD	CD	YES
1775	2079	time	NN	NN	YES
1776	2080	points	NNS	NNS	YES
1777	2082	each	DT	DT	YES
1778	2083	series	NN	NN	YES
1779	2084	having	VBG	VBG	YES
1780	2085	its	PRP$	PRP$	YES
1781	2086	own	JJ	JJ	YES
1782	2087	specific	JJ	JJ	YES
1783	2088	length	NN	NN	YES
1784	2090	into	IN	IN	YES
1785	2091	different	JJ	JJ	YES
1786	2092	classes	NNS	NNS	YES
1787	2094	normal	JJ	JJ	YES
1788	2095	signal	NN	NN	YES
1789	2096	and	CC	CC	YES
1790	2097	different	JJ	JJ	YES
1791	2098	types	NNS	NNS	YES
1792	2099	of	IN	IN	YES
1793	2100	anomalies	NNS	NNS	YES
1794	2101	corresponding	VBG	VBG	YES
1795	2102	to	IN	TO	NO
1796	2103	some	DT	DT	YES
1797	2104	non	AFX	JJ	NO
1798	2105	stationarity	NN	NN	YES
1799	2106	in	IN	IN	YES
1800	2107	the	DT	DT	YES
1801	2108	signal	NN	NN	YES
1802	2111	We	TO	PRP	NO
1803	2112	propose	VB	VBP	NO
1804	2113	a	DT	DT	YES
1805	2114	new	JJ	JJ	YES
1806	2118	technique	NN	NN	YES
1807	2119	for	IN	IN	YES
1808	2120	processing	NN	VBG	NO
1809	2121	registered	VBN	VBN	YES
1810	2122	EM	NNP	NN	NO
1811	2123	image	NN	NN	YES
1812	2124	stacks	NNS	NNS	YES
1813	2125	to	TO	TO	YES
1814	2126	remove	VB	VB	YES
1815	2130	discontinuities	NNS	NNS	YES
1816	2131	while	IN	IN	YES
1817	2132	preserving	VBG	VBG	YES
1818	2136	detail	NN	NN	YES
1819	2138	To	IN	TO	NO
1820	2139	this	DT	DT	YES
1821	2140	end	NN	NN	YES
1822	2142	we	PRP	PRP	YES
1823	2143	process	VBP	VBP	YES
1824	2144	the	DT	DT	YES
1825	2145	image	NN	NN	YES
1826	2146	stack	NN	NN	YES
1827	2147	by	IN	IN	YES
1828	2148	first	JJ	JJ	YES
1829	2149	performing	VBG	VBG	YES
1830	2150	anisotropic	NN	JJ	NO
1831	2151	smoothing	VBG	VBG	YES
1832	2152	along	IN	IN	YES
1833	2153	the	DT	DT	YES
1834	2154	slice	NN	NN	YES
1835	2155	axis	NN	NN	YES
1836	2156	and	CC	CC	YES
1837	2157	then	RB	RB	YES
1838	2158	solving	VBG	VBG	YES
1839	2159	a	DT	DT	YES
1840	2160	Poisson	NNP	NNP	YES
1841	2161	equation	NN	NN	YES
1842	2162	within	IN	IN	YES
1843	2163	each	DT	DT	YES
1844	2164	slice	NN	NN	YES
1845	2165	to	TO	TO	YES
1846	2169	the	DT	DT	YES
1847	2170	detail	NN	NN	YES
1848	2172	The	DT	DT	YES
1849	2173	final	JJ	JJ	YES
1850	2174	image	NN	NN	YES
1851	2175	stack	NN	NN	YES
1852	2176	is	VBZ	VBZ	YES
1853	2177	continuous	JJ	JJ	YES
1854	2178	across	IN	IN	YES
1855	2179	the	DT	DT	YES
1856	2180	slice	NN	NN	YES
1857	2181	axis	NN	NN	YES
1858	2182	and	CC	CC	YES
1859	2183	maintains	VBZ	VBZ	YES
1860	2184	sharp	JJ	JJ	YES
1861	2185	details	NNS	NNS	YES
1862	2186	within	IN	IN	YES
1863	2187	each	DT	DT	YES
1864	2188	slice	NN	NN	YES
1865	2190	Adapting	NNP	VBG	NO
1866	2191	existing	VBG	VBG	YES
1867	2197	techniques	NNS	NNS	YES
1868	2198	for	IN	IN	YES
1869	2199	solving	VBG	VBG	YES
1870	2200	the	DT	DT	YES
1871	2201	linear	NN	JJ	NO
1872	2202	system	NN	NN	YES
1873	2204	we	PRP	PRP	YES
1874	2205	describe	VBP	VBP	YES
1875	2206	a	DT	DT	YES
1876	2207	parallel	JJ	JJ	YES
1877	2208	algorithm	NN	NN	YES
1878	2209	with	IN	IN	YES
1879	2210	time	NN	NN	YES
1880	2211	complexity	NN	NN	YES
1881	2212	that	WDT	WDT	YES
1882	2213	is	VBZ	VBZ	YES
1883	2214	linear	NN	JJ	NO
1884	2215	in	IN	IN	YES
1885	2216	the	DT	DT	YES
1886	2217	size	NN	NN	YES
1887	2218	of	IN	IN	YES
1888	2219	the	DT	DT	YES
1889	2220	data	NNS	NNS	YES
1890	2221	and	CC	CC	YES
1891	2222	space	NN	NN	YES
1892	2223	complexity	NN	NN	YES
1893	2224	that	WDT	WDT	YES
1894	2225	is	VBZ	VBZ	YES
1895	2230	allowing	VBG	VBG	YES
1896	2231	us	PRP	PRP	YES
1897	2232	to	TO	TO	YES
1898	2233	process	VB	VB	YES
1899	2234	datasets	NNS	NNS	YES
1900	2235	as	RB	RB	YES
1901	2236	large	JJ	JJ	YES
1902	2237	as	IN	IN	YES
1903	2238	five	CD	CD	YES
1904	2239	teravoxels	NNS	NNS	YES
1905	2240	with	IN	IN	YES
1906	2241	a	DT	DT	YES
1907	2242	600	CD	CD	YES
1908	2243	MB	NN	NN	YES
1909	2244	memory	NN	NN	YES
1910	2245	footprint	NN	NN	YES
1911	2247	Index	NN	NN	YES
1912	2251	Domain	NNP	NN	NO
1913	2253	Image	NNP	NN	NO
1914	2254	Processing	NNP	NN	NO
1915	2256	Image	NNP	NN	NO
1916	2257	Fusion	NNP	NN	NO
1917	2258	I	NN	??	NO
1918	2259	INTRODUCTION	NN	??	NO
1919	2260	Recent	JJ	JJ	YES
1920	2261	innovation	NN	NN	YES
1921	2262	and	CC	CC	YES
1922	2263	automation	NN	NN	YES
1923	2264	of	IN	IN	YES
1924	2265	electron	NN	NN	YES
1925	2266	microscopy	NN	NN	YES
1926	2267	sectioning	NN	NN	YES
1927	2268	has	VBZ	VBZ	YES
1928	2269	made	VBN	VBN	YES
1929	2270	it	PRP	PRP	YES
1930	2271	possible	JJ	JJ	YES
1931	2272	to	TO	TO	YES
1932	2273	obtain	VB	VB	YES
1933	2277	image	NN	NN	YES
1934	2278	stacks	NNS	NNS	YES
1935	2279	capturing	VBG	VBG	YES
1936	2280	the	DT	DT	YES
1937	2281	relationships	NNS	NNS	YES
1938	2282	between	IN	IN	YES
1939	2283	cellular	JJ	JJ	YES
1940	2284	structures	NNS	NNS	YES
1941	2286	1	CD	??	NO
1942	2289	This	DT	DT	YES
1943	2291	in	IN	IN	YES
1944	2292	turn	NN	NN	YES
1945	2294	has	VBZ	VBZ	YES
1946	2295	motivated	VBN	VBN	YES
1947	2296	research	NN	NN	YES
1948	2297	in	IN	IN	YES
1949	2298	areas	NNS	NNS	YES
1950	2299	such	JJ	JJ	YES
1951	2300	as	IN	IN	YES
1952	2301	connectomics	NNS	NNS	YES
1953	2303	2	CD	??	NO
1954	2307	3	CD	??	NO
1955	2311	4	CD	??	NO
1956	2315	5	CD	??	NO
1957	2317	which	WDT	WDT	YES
1958	2318	aims	VBZ	VBZ	YES
1959	2319	to	TO	TO	YES
1960	2320	gain	VB	VB	YES
1961	2321	insight	NN	NN	YES
1962	2322	into	IN	IN	YES
1963	2323	neural	JJ	JJ	YES
1964	2324	function	NN	NN	YES
1965	2325	through	IN	IN	YES
1966	2326	the	DT	DT	YES
1967	2327	study	NN	NN	YES
1968	2328	of	IN	IN	YES
1969	2329	the	DT	DT	YES
1970	2330	connectivity	NN	NN	YES
1971	2331	network	NN	NN	YES
1972	2333	While	IN	IN	YES
1973	2334	the	DT	DT	YES
1974	2335	technological	JJ	JJ	YES
1975	2336	advances	NNS	NNS	YES
1976	2337	in	IN	IN	YES
1977	2338	acquisition	NN	NN	YES
1978	2339	and	CC	CC	YES
1979	2340	registration	NN	NN	YES
1980	2341	have	VBP	VBP	YES
1981	2342	made	VBN	VBN	YES
1982	2343	it	PRP	PRP	YES
1983	2344	possible	JJ	JJ	YES
1984	2345	to	TO	TO	YES
1985	2346	acquire	VB	VB	YES
1986	2347	unprecedentedly	RB	RB	YES
1987	2348	large	JJ	JJ	YES
1988	2352	volumes	NNS	NNS	YES
1989	2354	the	DT	DT	YES
1990	2355	acquisition	NN	NN	YES
1991	2356	process	NN	NN	YES
1992	2357	itself	PRP	PRP	YES
1993	2358	introduces	VBZ	VBZ	YES
1994	2359	undesirable	JJ	JJ	YES
1995	2360	artifacts	NNS	NNS	YES
1996	2361	in	IN	IN	YES
1997	2362	the	DT	DT	YES
1998	2363	data	NNS	NNS	YES
1999	2365	complicating	VBG	VBG	YES
2000	2366	tasks	NNS	NNS	YES
2001	2367	of	IN	IN	YES
2002	2370	anatomy	NN	NN	YES
2003	2371	tracking	VBG	VBG	YES
2004	2373	One	CD	CD	YES
2005	2374	morning	NN	NN	YES
2006	2376	when	WRB	WRB	YES
2007	2377	Gregor	NNP	NNP	YES
2008	2378	Samsa	NNP	NNP	YES
2009	2379	woke	VBD	VBD	YES
2010	2380	from	IN	IN	YES
2011	2381	troubled	JJ	JJ	YES
2012	2382	dreams	NNS	NNS	YES
2013	2384	he	PRP	PRP	YES
2014	2385	found	VBD	VBD	YES
2015	2386	himself	PRP	PRP	YES
2016	2387	transformed	VBN	VBN	YES
2017	2388	in	IN	IN	YES
2018	2389	his	PRP$	PRP$	YES
2019	2390	bed	NN	NN	YES
2020	2391	into	IN	IN	YES
2021	2392	a	DT	DT	YES
2022	2393	horrible	JJ	JJ	YES
2023	2394	vermin	NN	NN	YES
2024	2396	He	PRP	PRP	YES
2025	2397	lay	VBD	VBD	YES
2026	2398	on	IN	IN	YES
2027	2399	his	PRP$	PRP$	YES
2028	2403	back	RB	NN	NO
2029	2405	and	CC	CC	YES
2030	2406	if	IN	IN	YES
2031	2407	he	PRP	PRP	YES
2032	2408	lifted	VBD	VBD	YES
2033	2409	his	PRP$	PRP$	YES
2034	2410	head	NN	NN	YES
2035	2411	a	DT	DT	YES
2036	2412	little	JJ	JJ	YES
2037	2413	he	PRP	PRP	YES
2038	2414	could	MD	MD	YES
2039	2415	see	VB	VB	YES
2040	2416	his	PRP$	PRP$	YES
2041	2417	brown	JJ	JJ	YES
2042	2418	belly	NN	NN	YES
2043	2420	slightly	RB	RB	YES
2044	2421	domed	JJ	JJ	YES
2045	2422	and	CC	CC	YES
2046	2423	divided	VBN	VBN	YES
2047	2424	by	IN	IN	YES
2048	2425	arches	NNS	NNS	YES
2049	2426	into	IN	IN	YES
2050	2427	stiff	JJ	JJ	YES
2051	2428	sections	NNS	NNS	YES
2052	2430	The	DT	DT	YES
2053	2431	bedding	NN	NN	YES
2054	2432	was	VBD	VBD	YES
2055	2433	hardly	RB	RB	YES
2056	2434	able	JJ	JJ	YES
2057	2435	to	TO	TO	YES
2058	2436	cover	VB	VB	YES
2059	2437	it	PRP	PRP	YES
2060	2438	and	CC	CC	YES
2061	2439	seemed	VBD	VBD	YES
2062	2440	ready	JJ	JJ	YES
2063	2441	to	TO	TO	YES
2064	2442	slide	VB	VB	YES
2065	2443	off	IN	??	NO
2066	2444	any	DT	DT	YES
2067	2445	moment	NN	NN	YES
2068	2447	His	PRP$	PRP$	YES
2069	2448	many	JJ	JJ	YES
2070	2449	legs	NNS	NNS	YES
2071	2451	pitifully	RB	RB	YES
2072	2452	thin	JJ	JJ	YES
2073	2453	compared	VBN	VBN	YES
2074	2454	with	IN	IN	YES
2075	2455	the	DT	DT	YES
2076	2456	size	NN	NN	YES
2077	2457	of	IN	IN	YES
2078	2458	the	DT	DT	YES
2079	2459	rest	NN	NN	YES
2080	2460	of	IN	IN	YES
2081	2461	him	PRP	PRP	YES
2082	2463	waved	VBD	VBD	YES
2083	2464	about	RB	RB	YES
2084	2465	helplessly	RB	RB	YES
2085	2466	as	IN	IN	YES
2086	2467	he	PRP	PRP	YES
2087	2468	looked	VBD	VBD	YES
2088	2471	What	WP	WP	YES
2089	2472	s	VBZ	VBZ	YES
2090	2473	happened	VBN	VBN	YES
2091	2474	to	IN	TO	NO
2092	2475	me	PRP	PRP	YES
2093	2478	he	PRP	PRP	YES
2094	2479	thought	VBD	VBD	YES
2095	2481	It	PRP	PRP	YES
2096	2482	was	VBD	VBD	YES
2097	2483	nt	RB	RB	YES
2098	2484	a	DT	DT	YES
2099	2485	dream	NN	NN	YES
2100	2487	His	PRP$	PRP$	YES
2101	2488	room	NN	NN	YES
2102	2490	a	DT	DT	YES
2103	2491	proper	JJ	JJ	YES
2104	2492	human	NN	JJ	NO
2105	2493	room	NN	NN	YES
2106	2494	although	IN	IN	YES
2107	2495	a	DT	DT	YES
2108	2496	little	JJ	JJ	YES
2109	2497	too	RB	RB	YES
2110	2498	small	JJ	JJ	YES
2111	2500	lay	VBD	VBD	YES
2112	2501	peacefully	RB	RB	YES
2113	2502	between	IN	IN	YES
2114	2503	its	PRP$	PRP$	YES
2115	2504	four	CD	CD	YES
2116	2505	familiar	JJ	JJ	YES
2117	2506	walls	NNS	NNS	YES
2118	2508	A	DT	DT	YES
2119	2509	collection	NN	NN	YES
2120	2510	of	IN	IN	YES
2121	2511	textile	NN	NN	YES
2122	2512	samples	NNS	NNS	YES
2123	2513	lay	VBD	VBD	YES
2124	2514	spread	VBN	VBN	YES
2125	2515	out	RP	??	NO
2126	2516	on	IN	IN	YES
2127	2517	the	DT	DT	YES
2128	2518	table	NN	NN	YES
2129	2520	Samsa	NNP	NNP	YES
2130	2521	was	VBD	VBD	YES
2131	2522	a	DT	DT	YES
2132	2523	travelling	VBG	JJ	NO
2133	2524	salesman	NN	NN	YES
2134	2526	and	CC	CC	YES
2135	2527	above	IN	IN	YES
2136	2528	it	PRP	PRP	YES
2137	2529	there	RB	EX	NO
2138	2530	hung	VBD	VBD	YES
2139	2531	a	DT	DT	YES
2140	2532	picture	NN	NN	YES
2141	2533	that	WDT	WDT	YES
2142	2534	he	PRP	PRP	YES
2143	2535	had	VBD	VBD	YES
2144	2536	recently	RB	RB	YES
2145	2537	cut	VBN	VBN	YES
2146	2538	out	RP	IN	NO
2147	2539	of	IN	IN	YES
2148	2540	an	DT	DT	YES
2149	2541	illustrated	VBN	JJ	NO
2150	2542	magazine	NN	NN	YES
2151	2543	and	CC	CC	YES
2152	2544	housed	VBN	VBN	YES
2153	2545	in	IN	IN	YES
2154	2546	a	DT	DT	YES
2155	2547	nice	JJ	JJ	YES
2156	2549	gilded	JJ	JJ	YES
2157	2550	frame	NN	NN	YES
2158	2552	It	PRP	PRP	YES
2159	2553	showed	VBD	VBD	YES
2160	2554	a	DT	DT	YES
2161	2555	lady	NN	NN	YES
2162	2556	fitted	VBN	VBN	YES
2163	2557	out	RP	RP	YES
2164	2558	with	IN	IN	YES
2165	2559	a	DT	DT	YES
2166	2560	fur	NN	NN	YES
2167	2561	hat	NN	NN	YES
2168	2562	and	CC	CC	YES
2169	2563	fur	NN	NN	YES
2170	2564	boa	RB	NN	NO
2171	2565	who	WP	WP	YES
2172	2566	sat	VBD	VBD	YES
2173	2567	upright	RB	RB	YES
2174	2569	raising	VBG	VBG	YES
2175	2570	a	DT	DT	YES
2176	2571	heavy	JJ	JJ	YES
2177	2572	fur	NN	NN	YES
2178	2573	muff	NN	NN	YES
2179	2574	that	WDT	WDT	YES
2180	2575	covered	VBD	VBD	YES
2181	2576	the	DT	DT	YES
2182	2577	whole	NN	NN	YES
2183	2578	of	IN	IN	YES
2184	2579	her	PRP$	PRP$	YES
2185	2580	lower	JJ	JJR	NO
2186	2581	arm	NN	NN	YES
2187	2582	towards	IN	IN	YES
2188	2583	the	DT	DT	YES
2189	2584	viewer	NN	NN	YES
2190	2586	Gregor	NNP	NNP	YES
2191	2587	then	RB	RB	YES
2192	2588	turned	VBD	VBD	YES
2193	2589	to	TO	TO	YES
2194	2590	look	VB	VB	YES
2195	2591	out	IN	IN	YES
2196	2592	the	DT	DT	YES
2197	2593	window	NN	NN	YES
2198	2594	at	IN	IN	YES
2199	2595	the	DT	DT	YES
2200	2596	dull	JJ	JJ	YES
2201	2597	weather	NN	NN	YES
2202	2599	It	PRP	PRP	YES
2203	2600	was	VBD	VBD	YES
2204	2601	the	DT	DT	YES
2205	2602	year	NN	NN	YES
2206	2603	of	IN	IN	YES
2207	2604	Our	PRP$	PRP$	YES
2208	2605	Lord	NNP	NNP	YES
2209	2606	one	CD	CD	YES
2210	2607	thousand	CD	CD	YES
2211	2608	seven	CD	CD	YES
2212	2609	hundred	CD	CD	YES
2213	2610	and	CC	CC	YES
2214	2615	Spiritual	JJ	JJ	YES
2215	2616	revelations	NNS	NNS	YES
2216	2617	were	VBD	VBD	YES
2217	2618	conceded	VBN	VBN	YES
2218	2619	to	IN	TO	NO
2219	2620	England	NNP	NNP	YES
2220	2621	at	IN	IN	YES
2221	2622	that	WDT	DT	NO
2222	2623	favoured	JJ	JJ	YES
2223	2624	period	NN	NN	YES
2224	2626	as	IN	IN	YES
2225	2627	at	IN	IN	YES
2226	2628	this	DT	DT	YES
2227	2630	Mrs	NNP	NNP	YES
2228	2631	Southcott	NNP	NNP	YES
2229	2632	had	VBD	VBD	YES
2230	2633	recently	RB	RB	YES
2231	2634	attained	VBN	VBN	YES
2232	2635	her	PRP$	PRP$	YES
2233	2641	blessed	JJ	JJ	YES
2234	2642	birthday	NN	NN	YES
2235	2644	of	IN	IN	YES
2236	2645	whom	WP	WP	YES
2237	2646	a	DT	DT	YES
2238	2647	prophetic	JJ	JJ	YES
2239	2648	private	NN	NN	YES
2240	2649	in	IN	IN	YES
2241	2650	the	DT	DT	YES
2242	2651	Life	NNP	NNPS	NO
2243	2652	Guards	NNPS	NNPS	YES
2244	2653	had	VBD	VBD	YES
2245	2654	heralded	VBN	VBN	YES
2246	2655	the	DT	DT	YES
2247	2656	sublime	JJ	JJ	YES
2248	2657	appearance	NN	NN	YES
2249	2658	by	IN	IN	YES
2250	2659	announcing	VBG	VBG	YES
2251	2660	that	DT	IN	NO
2252	2661	arrangements	NNS	NNS	YES
2253	2662	were	VBD	VBD	YES
2254	2663	made	VBN	VBN	YES
2255	2664	for	IN	IN	YES
2256	2665	the	DT	DT	YES
2257	2666	swallowing	VBG	VBG	YES
2258	2667	up	RP	??	NO
2259	2668	of	IN	IN	YES
2260	2669	London	NNP	NNP	YES
2261	2670	and	CC	CC	YES
2262	2671	Westminster	NNP	NNP	YES
2263	2673	Even	RB	RB	YES
2264	2674	the	DT	DT	YES
2265	2678	ghost	NN	NN	YES
2266	2679	had	VBD	VBD	YES
2267	2680	been	VBN	VBN	YES
2268	2681	laid	VBN	VBN	YES
2269	2682	only	RB	RB	YES
2270	2683	a	DT	DT	YES
2271	2684	round	JJ	JJ	YES
2272	2685	dozen	NN	NN	YES
2273	2686	of	IN	IN	YES
2274	2687	years	NNS	NNS	YES
2275	2689	after	IN	IN	YES
2276	2690	rapping	VBG	VBG	YES
2277	2691	out	RP	RP	YES
2278	2692	its	PRP$	PRP$	YES
2279	2693	messages	NNS	NNS	YES
2280	2695	as	IN	IN	YES
2281	2696	the	DT	DT	YES
2282	2697	spirits	NNS	NNS	YES
2283	2698	of	IN	IN	YES
2284	2699	this	DT	DT	YES
2285	2700	very	JJ	JJ	YES
2286	2701	year	NN	NN	YES
2287	2702	last	JJ	JJ	YES
2288	2703	past	NN	NN	YES
2289	2705	supernaturally	RB	RB	YES
2290	2706	deficient	JJ	JJ	YES
2291	2707	in	IN	IN	YES
2292	2708	originality	NN	NN	YES
2293	2710	rapped	VBD	VBD	YES
2294	2711	out	RP	RP	YES
2295	2712	theirs	PRP	PRP	YES
2296	2714	Mere	JJ	JJ	YES
2297	2715	messages	NNS	NNS	YES
2298	2716	in	IN	IN	YES
2299	2717	the	DT	DT	YES
2300	2718	earthly	JJ	JJ	YES
2301	2719	order	NN	NN	YES
2302	2720	of	IN	IN	YES
2303	2721	events	NNS	NNS	YES
2304	2722	had	VBD	VBD	YES
2305	2723	lately	RB	RB	YES
2306	2724	come	VB	VBN	NO
2307	2725	to	IN	TO	NO
2308	2726	the	DT	DT	YES
2309	2727	English	NNP	NNP	YES
2310	2728	Crown	NNP	NNP	YES
2311	2729	and	CC	CC	YES
2312	2730	People	NNS	NNS	YES
2313	2732	from	IN	IN	YES
2314	2733	a	DT	DT	YES
2315	2734	congress	NN	NN	YES
2316	2735	of	IN	IN	YES
2317	2736	British	JJ	JJ	YES
2318	2737	subjects	NNS	NNS	YES
2319	2738	in	IN	IN	YES
2320	2739	America	NNP	NNP	YES
2321	2741	which	WDT	WDT	YES
2322	2743	strange	JJ	JJ	YES
2323	2744	to	TO	TO	YES
2324	2745	relate	VB	VB	YES
2325	2747	have	VBP	VBP	YES
2326	2748	proved	VBN	VBN	YES
2327	2749	more	RBR	RBR	YES
2328	2750	important	JJ	JJ	YES
2329	2751	to	IN	TO	NO
2330	2752	the	DT	DT	YES
2331	2753	human	JJ	JJ	YES
2332	2754	race	NN	NN	YES
2333	2755	than	IN	IN	YES
2334	2756	any	DT	DT	YES
2335	2757	communications	NNS	NNS	YES
2336	2758	yet	RB	RB	YES
2337	2759	received	VBN	VBN	YES
2338	2760	through	IN	IN	YES
2339	2761	any	DT	DT	YES
2340	2762	of	IN	IN	YES
2341	2763	the	DT	DT	YES
2342	2764	chickens	NNS	NNS	YES
2343	2765	of	IN	IN	YES
2344	2766	the	DT	DT	YES
