indexInDoc	token	posTag
3255	her	JJ
3256	his	JJ
3257	bald	JJ
3258	scented	JJ
3259	and	OO
3260	shining	VB
3261	head	NN
3262	and	OO
3263	complacently	RB
3264	seated	VB
3265	himself	NN
3266	on	OO
3267	the	OO
3268	sofa	NN
3269	First	NN
3270	of	OO
3271	all	OO
3272	dear	JJ
3273	friend	NN
3274	tell	VB
3275	me	NN
3276	how	RB
3277	you	NN
3278	are	VB
3279	Set	VB
3280	your	JJ
3281	friend	NN
3282	s	OO
3283	mind	NN
3284	at	OO
3285	rest	NN
3286	said	VB
3287	he	NN
3288	without	OO
3289	altering	VB
3290	his	JJ
3291	tone	NN
3292	beneath	OO
3293	the	OO
3294	politeness	NN
3295	and	OO
3296	affected	JJ
3297	sympathy	NN
3298	of	OO
3299	which	OO
3300	indifference	NN
3301	and	OO
3302	even	RB
3303	irony	NN
3304	could	VB
3305	be	VB
3306	discerned	VB
3307	Can	VB
3308	one	NN
3309	be	VB
3310	well	RB
3311	while	OO
3312	suffering	VB
3313	morally	RB
3314	Can	VB
3315	one	NN
3316	be	VB
3317	calm	JJ
3318	in	OO
3319	times	NN
3320	like	OO
3321	these	OO
3322	if	OO
3323	one	NN
3324	has	VB
3325	any	OO
3326	feeling	NN
3327	said	VB
3328	Anna	NN
3329	Pavlovna	NN
3330	You	NN
3331	are	VB
3332	staying	VB
3333	the	OO
3334	whole	JJ
3335	evening	NN
3336	I	NN
3337	hope	VB
3338	And	OO
3339	the	OO
3340	fete	NN
3341	at	OO
3342	the	OO
3343	English	JJ
3344	ambassador	NN
3345	s	OO
3346	Today	NN
3347	is	VB
3348	Wednesday	NN
3349	I	NN
3350	must	VB
3351	put	VB
3352	in	OO
3353	an	OO
3354	appearance	NN
3355	there	RB
3356	said	VB
3357	the	OO
3358	prince	NN
3359	My	JJ
3360	daughter	NN
3361	is	VB
3362	coming	VB
3363	for	OO
3364	me	NN
3365	to	OO
3366	take	VB
3367	me	NN
3368	there	NN
3369	I	NN
3370	thought	VB
3371	today	NN
3372	s	OO
3373	fete	NN
3374	had	VB
3375	been	VB
3376	canceled	VB
3377	I	NN
3378	confess	VB
3379	all	OO
3380	these	OO
3381	festivities	NN
3382	and	OO
3383	fireworks	NN
3384	are	VB
3385	becoming	VB
3386	wearisome	JJ
3387	If	OO
3388	they	NN
3389	had	VB
3390	known	VB
3391	that	OO
3392	you	NN
3393	wished	VB
3394	it	NN
3395	the	OO
3396	entertainment	NN
3397	would	VB
3398	have	VB
3399	been	VB
3400	put	VB
3401	off	OO
3402	said	VB
3403	the	OO
3404	prince	NN
3405	who	NN
3406	like	OO
3407	a	OO
3408	clock	NN
3409	by	OO
3410	force	NN
3411	of	OO
3412	habit	NN
3413	said	VB
3414	things	NN
3415	he	NN
3416	did	VB
3417	not	RB
3418	even	RB
3419	wish	VB
3420	to	OO
3421	be	VB
3422	believed	VB
3423	Do	VB
3424	nt	RB
3425	tease	VB
3426	Well	??
3427	and	OO
3428	what	NN
3429	has	VB
3430	been	VB
3431	decided	VB
3432	about	OO
3433	Novosiltsev	NN
3434	s	OO
3435	dispatch	NN
3436	You	NN
3437	know	VB
3438	everything	NN
3439	What	NN
3440	can	VB
3441	one	NN
3442	say	VB
3443	about	OO
3444	it	NN
3445	replied	VB
3446	the	OO
3447	prince	NN
3448	in	OO
3449	a	OO
3450	cold	JJ
3451	listless	JJ
3452	tone	NN
3453	What	NN
3454	has	VB
3455	been	VB
3456	decided	VB
3457	They	NN
3458	have	VB
3459	decided	VB
3460	that	OO
3461	Buonaparte	NN
3462	has	VB
3463	burnt	VB
3464	his	JJ
3465	boats	NN
3466	and	OO
3467	I	NN
3468	believe	VB
3469	that	OO
3470	we	NN
3471	are	VB
3472	ready	JJ
3473	to	OO
3474	burn	VB
3475	ours	NN
3476	In	OO
3477	the	OO
3478	offing	NN
3479	the	OO
3480	sea	NN
3481	and	OO
3482	the	OO
3483	sky	NN
3484	were	VB
3485	welded	VB
3486	together	RB
3487	without	OO
3488	a	OO
3489	joint	NN
3490	and	OO
3491	in	OO
3492	the	OO
3493	luminous	JJ
3494	space	NN
3495	the	OO
3496	tanned	JJ
3497	sails	NN
3498	of	OO
3499	the	OO
3500	barges	NN
3501	drifting	VB
3502	up	OO
3503	with	OO
3504	the	OO
3505	tide	NN
3506	seemed	VB
3507	to	OO
3508	stand	VB
3509	still	RB
3510	in	OO
3511	red	JJ
3512	clusters	NN
3513	of	OO
3514	canvas	NN
3515	sharply	RB
3516	peaked	VB
3517	with	OO
3518	gleams	NN
3519	of	OO
3520	varnished	JJ
3521	sprits	NN
3522	A	OO
3523	haze	NN
3524	rested	VB
3525	on	OO
3526	the	OO
3527	low	JJ
3528	shores	NN
3529	that	OO
3530	ran	VB
3531	out	OO
3532	to	OO
3533	sea	NN
3534	in	OO
3535	vanishing	VB
3536	flatness	NN
3537	The	OO
3538	air	NN
3539	was	VB
3540	dark	JJ
3541	above	OO
3542	Gravesend	NN
3543	and	OO
3544	farther	RB
3545	back	RB
3546	still	RB
3547	seemed	VB
3548	condensed	JJ
3549	into	OO
3550	a	OO
3551	mournful	JJ
3552	gloom	NN
3553	brooding	JJ
3554	motionless	JJ
3555	over	OO
3556	the	OO
3557	biggest	JJ
3558	and	OO
3559	the	OO
3560	greatest	JJ
3561	town	NN
3562	on	OO
3563	earth	NN
3564	The	OO
3565	Director	NN
3566	of	OO
3567	Companies	NN
3568	was	VB
3569	our	JJ
3570	captain	NN
3571	and	OO
3572	our	JJ
3573	host	NN
3574	We	NN
3575	four	OO
3576	affectionately	RB
3577	watched	VB
3578	his	JJ
3579	back	NN
3580	as	OO
3581	he	NN
3582	stood	VB
3583	in	OO
3584	the	OO
3585	bows	NN
3586	looking	VB
3587	to	OO
3588	seaward	OO
3589	On	OO
3590	the	OO
3591	whole	JJ
3592	river	NN
3593	there	OO
3594	was	VB
3595	nothing	NN
3596	that	OO
3597	looked	VB
3598	half	RB
3599	so	RB
3600	nautical	JJ
3601	He	NN
3602	resembled	VB
3603	a	OO
3604	pilot	NN
3605	which	OO
3606	to	OO
3607	a	OO
3608	seaman	NN
3609	is	VB
3610	trustworthiness	NN
3611	personified	VB
3612	It	NN
3613	was	VB
3614	difficult	JJ
3615	to	OO
3616	realize	VB
3617	his	JJ
3618	work	NN
3619	was	VB
3620	not	RB
3621	out	OO
3622	there	RB
3623	in	OO
3624	the	OO
3625	luminous	JJ
3626	estuary	NN
3627	but	OO
3628	behind	OO
3629	him	NN
3630	within	OO
3631	the	OO
3632	brooding	JJ
3633	gloom	NN
3634	Between	OO
3635	us	NN
3636	there	OO
3637	was	VB
3638	as	OO
3639	I	NN
3640	have	VB
3641	already	RB
3642	said	VB
3643	somewhere	RB
3644	the	OO
3645	bond	NN
3646	of	OO
3647	the	OO
3648	sea	NN
3649	Besides	OO
3650	holding	VB
3651	our	JJ
3652	hearts	NN
3653	together	RB
3654	through	OO
3655	long	JJ
3656	periods	NN
3657	of	OO
3658	separation	NN
3659	it	NN
3660	had	VB
3661	the	OO
3662	effect	NN
3663	of	OO
3664	making	VB
3665	us	NN
3666	tolerant	JJ
3667	of	OO
3668	each	OO
3669	other	JJ
3670	s	OO
3671	even	RB
3672	convictions	NN
3673	The	OO
3674	best	JJ
3675	of	OO
3676	old	JJ
3677	because	OO
3678	of	OO
3679	his	JJ
3680	many	JJ
3681	years	NN
3682	and	OO
3683	many	JJ
3684	virtues	NN
3685	the	OO
3686	only	JJ
3687	cushion	NN
3688	on	OO
3689	deck	NN
3690	and	OO
3691	was	VB
3692	lying	VB
3693	on	OO
3694	the	OO
3695	only	JJ
3696	rug	NN
3697	From	OO
3698	the	OO
3699	listless	JJ
3700	repose	NN
3701	of	OO
3702	the	OO
3703	place	NN
3704	and	OO
3705	the	OO
3706	peculiar	JJ
3707	character	NN
3708	of	OO
3709	its	JJ
3710	inhabitants	NN
3711	who	NN
3712	are	VB
3713	descendants	NN
3714	from	OO
3715	the	OO
3716	original	JJ
3717	Dutch	JJ
3718	settlers	NN
3719	this	OO
3720	sequestered	JJ
3721	glen	NN
3722	has	VB
3723	long	RB
3724	been	VB
3725	known	VB
3726	by	OO
3727	the	OO
3728	name	NN
3729	of	OO
3730	SLEEPY	NN
3731	HOLLOW	NN
3732	and	OO
3733	its	JJ
3734	rustic	JJ
3735	lads	NN
3736	are	VB
3737	called	VB
3738	the	OO
3739	Sleepy	NN
3740	Hollow	NN
3741	Boys	NN
3742	throughout	OO
3743	all	OO
3744	the	OO
3745	neighboring	JJ
3746	country	NN
3747	A	OO
3748	drowsy	JJ
3749	dreamy	JJ
3750	influence	NN
3751	seems	VB
3752	to	OO
3753	hang	VB
3754	over	OO
3755	the	OO
3756	land	NN
3757	and	OO
3758	to	OO
3759	pervade	VB
3760	the	OO
3761	very	JJ
3762	atmosphere	NN
3763	Some	OO
3764	say	VB
3765	that	OO
3766	the	OO
3767	place	NN
3768	was	VB
3769	bewitched	VB
3770	by	OO
3771	a	OO
3772	High	JJ
3773	German	JJ
3774	doctor	NN
3775	during	OO
3776	the	OO
3777	early	JJ
3778	days	NN
3779	of	OO
3780	the	OO
3781	settlement	NN
3782	others	NN
3783	that	OO
3784	an	OO
3785	old	JJ
3786	Indian	JJ
3787	chief	NN
3788	the	OO
3789	prophet	NN
3790	or	OO
3791	wizard	NN
3792	of	OO
3793	his	JJ
3794	tribe	NN
3795	held	VB
3796	his	JJ
3797	powwows	NN
3798	there	NN
3799	before	OO
3800	the	OO
3801	country	NN
3802	was	VB
3803	discovered	VB
3804	by	OO
3805	Master	NN
3806	Hendrick	NN
3807	Hudson	NN
3808	Certain	JJ
3809	it	NN
3810	is	VB
3811	the	OO
3812	place	NN
3813	still	RB
3814	continues	VB
3815	under	OO
3816	the	OO
3817	sway	NN
3818	of	OO
3819	some	OO
3820	witching	JJ
3821	power	NN
3822	that	OO
3823	holds	VB
3824	a	OO
3825	spell	NN
3826	over	OO
3827	the	OO
3828	minds	NN
3829	of	OO
3830	the	OO
3831	good	JJ
3832	people	NN
3833	causing	VB
3834	them	NN
3835	to	OO
3836	walk	VB
3837	in	OO
3838	a	OO
3839	continual	JJ
3840	reverie	NN
3841	They	NN
3842	are	VB
3843	given	VB
3844	to	OO
3845	all	OO
3846	kinds	NN
3847	of	OO
3848	marvellous	JJ
3849	beliefs	NN
3850	are	VB
3851	subject	JJ
3852	to	OO
3853	trances	NN
3854	and	OO
3855	visions	NN
3856	and	OO
3857	frequently	RB
3858	see	VB
3859	strange	JJ
3860	sights	NN
3861	and	OO
3862	hear	VB
3863	music	NN
3864	and	OO
3865	voices	NN
3866	in	OO
3867	the	OO
3868	air	NN
3869	The	OO
3870	whole	JJ
3871	neighborhood	NN
3872	abounds	VB
3873	with	OO
3874	local	JJ
3875	tales	NN
3876	haunted	JJ
3877	spots	NN
3878	and	OO
3879	twilight	JJ
3880	superstitions	NN
3881	stars	NN
3882	shoot	VB
3883	and	OO
3884	meteors	NN
3885	glare	VB
3886	oftener	RB
3887	across	OO
3888	the	OO
3889	valley	NN
3890	than	OO
3891	in	OO
3892	any	OO
3893	other	JJ
3894	part	NN
3895	of	OO
3896	the	OO
3897	country	NN
3898	and	OO
3899	the	OO
3900	nightmare	NN
3901	with	OO
3902	her	JJ
3903	whole	JJ
3904	ninefold	NN
3905	seems	VB
3906	to	OO
3907	make	VB
3908	it	NN
3909	the	OO
3910	favorite	JJ
3911	scene	NN
3912	of	OO
3913	her	JJ
3914	gambols	NN
3915	This	NN
3916	is	VB
3917	our	JJ
3918	home	NN
3919	she	NN
3920	said	VB
3921	Tuesday	NN
3922	standing	VB
3923	in	OO
3924	her	JJ
3925	driveway	NN
3926	wearing	VB
3927	a	OO
3928	sleeveless	JJ
3929	blouse	NN
3930	and	OO
3931	sandals	NN
3932	Until	??
3933	in	OO
3934	my	JJ
3935	backyard	NN
3936	and	OO
3937	that	OO
3938	rubber	NN
3939	is	VB
3940	melting	VB
3941	on	OO
3942	my	JJ
3943	truck	NN
3944	not	RB
3945	going	VB
3946	anywhere	RB
3947	got	VB
3948	to	OO
3949	protect	VB
3950	the	OO
3951	neighborhood	NN
3952	Who	NN
3953	else	RB
3954	is	VB
3955	going	VB
3956	to	OO
3957	The	OO
3958	flames	NN
3959	came	VB
3960	close	RB
3961	to	OO
3962	this	OO
3963	neighborhood	NN
3964	on	OO
3965	the	OO
3966	fire	NN
3967	s	OO
3968	northern	JJ
3969	edge	NN
3970	Monday	NN
3971	night	NN
3972	A	OO
3973	wind	NN
3974	shift	NN
3975	pushed	VB
3976	flames	NN
3977	from	OO
3978	the	OO
3979	next	JJ
3980	road	NN
3981	south	NN
3982	West	NN
3983	Sockeye	NN
3984	Avenue	NN
3985	near	OO
3986	where	RB
3987	the	OO
3988	fire	NN
3989	started	VB
3990	and	OO
3991	toward	OO
3992	the	OO
3993	rural	JJ
3994	West	NN
3995	Sheep	NN
3996	Creek	NN
3997	Drive	NN
3998	neighborhood	NN
3999	where	RB
4000	Walz	NN
4001	lives	VB
4002	amid	OO
4003	a	OO
4004	thick	JJ
4005	canopy	NN
4006	of	OO
4007	the	OO
4008	same	JJ
4009	black	JJ
4010	spruce	NN
4011	that	OO
4012	this	OO
4013	fire	NN
4014	blows	VB
4015	through	OO
4016	like	OO
4017	standing	VB
4018	tinder	NN
4019	Alaska	NN
4020	State	NN
4021	Troopers	NN
4022	told	VB
4023	the	OO
4024	scattered	JJ
4025	residents	NN
4026	along	OO
4027	the	OO
4028	gravel	NN
4029	road	NN
4030	to	OO
4031	evacuate	VB
4032	Walz	NN
4033	lost	VB
4034	her	JJ
4035	home	NN
4036	in	OO
4037	the	OO
4038	1996	OO
4039	Miller	NN
4040	s	OO
4041	Reach	NN
4042	fire	NN
4043	that	OO
4044	destroyed	VB
4045	more	JJ
4046	than	OO
4047	400	OO
4048	I	NN
4049	told	VB
4050	him	NN
4051	I	NN
4052	leaving	VB
4053	she	NN
4054	said	VB
4055	They	NN
4056	said	VB
4057	it	NN
4058	was	VB
4059	voluntary	JJ
4060	anyway	RB
4061	This	OO
4062	fire	NN
4063	however	RB
4064	is	VB
4065	expected	VB
4066	to	OO
4067	turn	VB
4068	ugly	JJ
4069	again	RB
4070	Forecasts	NN
4071	called	VB
4072	for	OO
4073	extreme	JJ
4074	behavior	NN
4075	Tuesday	NN
4076	night	NN
4077	due	??
4078	to	OO
4079	thunderstorms	NN
4080	and	OO
4081	erratic	JJ
4082	winds	NN
4083	The	OO
4084	crews	NN
4085	fighting	VB
4086	the	OO
4087	fire	NN
4088	acknowledge	VB
4089	the	OO
4090	state	NN
4091	s	OO
4092	general	JJ
4093	policy	NN
4094	against	OO
4095	mandatory	JJ
4096	evacuations	NN
4097	But	OO
4098	they	NN
4099	do	VB
4100	nt	RB
4101	like	VB
4102	it	NN
4103	officials	NN
4104	say	VB
4105	because	OO
4106	homeowners	NN
4107	may	VB
4108	misjudge	VB
4109	the	OO
4110	danger	NN
4111	The	JJ
4112	troopers	NN
4113	are	VB
4114	very	RB
4115	cautious	JJ
4116	in	OO
4117	advising	VB
4118	us	NN
4119	that	OO
4120	evacuations	NN
4121	are	VB
4122	voluntary	JJ
4123	Tom	NN
4124	Kurth	NN
4125	incident	JJ
4126	commander	NN
4127	on	OO
4128	the	OO
4129	fire	NN
4130	said	VB
4131	during	OO
4132	a	OO
4133	press	NN
4134	conference	NN
4135	Tuesday	NN
4136	Little	NN
4137	by	OO
4138	little	JJ
4139	allowed	VB
4140	our	JJ
4141	freedom	NN
4142	to	OO
4143	slip	VB
4144	away	RB
4145	Mr	NN
4146	Paul	NN
4147	said	VB
4148	during	OO
4149	a	OO
4150	lengthy	JJ
4151	floor	NN
4152	soliloquy	NN
4153	The	OO
4154	expiration	NN
4155	of	OO
4156	surveillance	NN
4157	authority	NN
4158	demonstrates	VB
4159	a	OO
4160	profound	JJ
4161	shift	NN
4162	in	OO
4163	American	JJ
4164	attitudes	NN
4165	since	OO
4166	the	OO
4167	days	NN
4168	after	OO
4169	the	OO
4170	Sept	NN
4171	11	OO
4172	2001	OO
4173	terrorist	JJ
4174	attacks	NN
4175	when	RB
4176	national	JJ
4177	security	NN
4178	was	VB
4179	in	OO
4180	both	OO
4181	parties	NN
4182	Fourteen	OO
4183	years	NN
4184	after	OO
4185	that	OO
4186	attack	NN
4187	even	RB
4188	as	OO
4189	American	JJ
4190	conflicts	NN
4191	continue	VB
4192	abroad	RB
4193	a	OO
4194	swell	NN
4195	of	OO
4196	privacy	NN
4197	concerns	NN
4198	stemming	VB
4199	from	OO
4200	both	OO
4201	the	OO
4202	vast	JJ
4203	expansion	NN
4204	of	OO
4205	communication	NN
4206	systems	NN
4207	and	OO
4208	an	OO
4209	increasing	VB
4210	distrust	NN
4211	of	OO
4212	??	NN
4213	use	NN
4214	of	OO
4215	data	NN
4216	has	VB
4217	turned	VB
4218	those	OO
4219	concerns	NN
4220	on	OO
4221	their	JJ
4222	head	NN
4223	While	OO
4224	it	NN
4225	would	VB
4226	represent	VB
4227	a	OO
4228	retrenchment	NN
4229	on	OO
4230	the	OO
4231	part	NN
4232	of	OO
4233	the	OO
4234	government	NN
4235	it	NN
4236	does	VB
4237	not	RB
4238	end	VB
4239	the	OO
4240	argument	NN
4241	over	OO
4242	the	OO
4243	dual	JJ
4244	imperatives	NN
4245	of	OO
4246	security	NN
4247	and	OO
4248	individual	JJ
4249	liberty	NN
4250	brought	VB
4251	to	OO
4252	light	NN
4253	by	OO
4254	Edward	NN
4255	J	NN
4256	Snowden	NN
4257	a	OO
4258	former	JJ
4259	contractor	NN
4260	for	OO
4261	the	OO
4262	National	NN
4263	Security	NN
4264	Agency	NN
4265	The	OO
4266	expiration	NN
4267	of	OO
4268	three	OO
4269	key	JJ
4270	provisions	NN
4271	of	OO
4272	the	OO
4273	Patriot	NN
4274	Act	NN
4275	means	VB
4276	that	OO
4277	for	OO
4278	now	RB
4279	the	OO
4280	NSA	NN
4281	will	VB
4282	no	RB
4283	longer	RB
4284	collect	VB
4285	newly	RB
4286	created	VB
4287	logs	NN
4288	of	OO
4289	Americans	NN
4290	phone	NN
4291	calls	NN
4292	in	OO
4293	bulk	NN
4294	It	NN
4295	also	RB
4296	means	VB
4297	that	OO
4298	the	OO
4299	FBI	NN
4300	invoke	VB
4301	the	OO
4302	Patriot	NN
4303	Act	NN
4304	to	OO
4305	obtain	VB
4306	for	OO
4307	new	JJ
4308	investigations	NN
4309	wiretap	JJ
4310	orders	NN
4311	that	OO
4312	follow	VB
4313	a	OO
4314	suspect	NN
4315	who	NN
4316	changes	VB
4317	phones	NN
4318	wiretap	JJ
4319	orders	NN
4320	for	OO
4321	a	OO
4322	lone	JJ
4323	wolf	NN
4324	terrorism	NN
4325	suspect	NN
4326	not	RB
4327	linked	VB
4328	to	OO
4329	a	OO
4330	group	NN
4331	or	OO
4332	court	NN
4333	orders	NN
4334	to	OO
4335	obtain	VB
4336	business	NN
4337	records	NN
4338	relevant	JJ
4339	to	OO
4340	an	OO
4341	investigation	NN
4342	The	OO
4343	Food	NN
4344	and	OO
4345	Drug	NN
4346	Administration	NN
4347	on	OO
4348	Tuesday	NN
4349	ordered	VB
4350	food	NN
4351	companies	NN
4352	to	OO
4353	phase	VB
4354	out	OO
4355	artificial	JJ
4356	trans	JJ
4357	fats	NN
4358	calling	VB
4359	them	NN
4360	a	OO
4361	threat	NN
4362	to	OO
4363	public	JJ
4364	health	NN
4365	Consumers	NN
4366	are	VB
4367	nt	RB
4368	likely	JJ
4369	to	OO
4370	notice	VB
4371	much	NN
4372	of	OO
4373	a	OO
4374	difference	NN
4375	in	OO
4376	their	JJ
4377	favorite	JJ
4378	foods	NN
4379	but	OO
4380	the	OO
4381	administration	NN
4382	says	VB
4383	the	OO
4384	move	NN
4385	will	VB
4386	reduce	VB
4387	coronary	JJ
4388	heart	NN
4389	disease	NN
4390	and	OO
4391	prevent	VB
4392	thousands	NN
4393	of	OO
4394	fatal	JJ
4395	heart	NN
4396	attacks	NN
4397	every	OO
4398	year	NN
4399	Scientists	NN
4400	say	VB
4401	there	OO
4402	are	VB
4403	no	OO
4404	health	NN
4405	benefits	NN
4406	to	OO
4407	the	OO
4408	fats	NN
4409	which	OO
4410	are	VB
4411	used	VB
4412	in	OO
4413	processing	VB
4414	food	NN
4415	and	OO
4416	in	OO
4417	restaurants	NN
4418	usually	RB
4419	to	OO
4420	improve	VB
4421	texture	NN
4422	shelf	NN
4423	life	NN
4424	or	OO
4425	flavor	NN
4426	They	NN
4427	can	VB
4428	raise	VB
4429	levels	NN
4430	of	OO
4431	bad	JJ
4432	cholesterol	NN
4433	and	OO
4434	lower	JJ
4435	good	JJ
4436	cholesterol	NN
4437	increasing	VB
4438	the	OO
4439	risk	NN
4440	of	OO
4441	heart	NN
4442	disease	NN
4443	the	OO
4444	leading	VB
4445	cause	NN
4446	of	OO
4447	death	NN
4448	in	OO
4449	the	OO
4450	United	NN
4451	States	NN
4452	The	OO
4453	fats	NN
4454	are	VB
4455	created	VB
4456	when	RB
4457	hydrogen	NN
4458	is	VB
4459	added	VB
4460	to	OO
4461	vegetable	JJ
4462	oil	NN
4463	to	OO
4464	make	VB
4465	it	NN
4466	more	RB
4467	solid	JJ
4468	which	OO
4469	is	VB
4470	why	RB
4471	they	NN
4472	are	VB
4473	often	RB
4474	called	VB
4475	partially	RB
4476	hydrogenated	JJ
4477	oils	NN
4478	Once	??
4479	a	OO
4480	staple	NN
4481	of	OO
4482	the	OO
4483	American	JJ
4484	diet	NN
4485	think	VB
4486	shortening	NN
4487	and	OO
4488	microwave	JJ
4489	popcorn	NN
4490	most	JJ
4491	artificial	JJ
4492	trans	JJ
4493	fats	NN
4494	are	VB
4495	already	RB
4496	gone	VB
4497	The	OO
4498	FDA	NN
4499	says	VB
4500	that	OO
4501	between	OO
4502	2003	OO
4503	and	OO
4504	2012	OO
4505	people	NN
4506	ate	VB
4507	about	RB
4508	78	OO
4509	percent	NN
4510	less	JJ
4511	trans	JJ
4512	fat	NN
4513	as	OO
4514	food	NN
4515	companies	NN
4516	began	VB
4517	using	VB
4518	other	JJ
4519	kinds	NN
4520	of	OO
4521	oils	NN
4522	to	OO
4523	replace	VB
4524	them	NN
4525	But	OO
4526	some	OO
4527	foods	NN
4528	still	RB
4529	have	VB
4530	them	NN
4531	and	OO
4532	the	OO
4533	FDA	NN
4534	says	VB
4535	those	OO
4536	trans	JJ
4537	fats	NN
4538	remaining	VB
4539	in	OO
4540	the	OO
4541	food	NN
4542	supply	NN
4543	are	VB
4544	a	OO
4545	health	NN
4546	concern	NN
4547	In	OO
4548	a	OO
4549	day	NN
4550	of	OO
4551	protests	NN
4552	in	OO
4553	Egypt	NN
4554	hundreds	NN
4555	of	OO
4556	thousands	NN
4557	of	OO
4558	people	NN
4559	marched	VB
4560	in	OO
4561	the	OO
4562	streets	NN
4563	on	OO
4564	January	NN
4565	25th	NN
4566	facing	VB
4567	down	OO
4568	riot	JJ
4569	police	NN
4570	water	NN
4571	cannons	NN
4572	baton	NN
4573	charges	NN
4574	and	OO
4575	tear	JJ
4576	gas	NN
4577	The	OO
4578	people	NN
4579	are	VB
4580	chanting	VB
4581	for	OO
4582	freedom	NN
4583	and	OO
4584	an	OO
4585	end	NN
4586	to	OO
4587	the	OO
4588	corrupt	JJ
4589	administration	NN
4590	of	OO
4591	Hosni	NN
4592	Mubarak	NN
4593	who	NN
4594	has	VB
4595	been	VB
4596	in	OO
4597	power	NN
4598	for	OO
4599	30	OO
4600	years	NN
4601	with	OO
4602	the	OO
4603	demand	NN
4604	that	OO
4605	he	NN
4606	join	VB
4607	the	OO
4608	Tunisian	JJ
4609	dictator	NN
4610	Ben	NN
4611	Ali	NN
4612	in	OO
4613	Saudi	NN
4614	Arabia	NN
4615	By	OO
4616	the	OO
4617	Egyptian	JJ
4618	government	NN
4619	had	VB
4620	blocked	VB
4621	Twitter	NN
4622	websites	NN
4623	of	OO
4624	independent	JJ
4625	newspapers	NN
4626	and	OO
4627	live	JJ
4628	streaming	JJ
4629	application	NN
4630	bambuser	NN
4631	There	OO
4632	are	VB
4633	reports	NN
4634	that	OO
4635	phone	NN
4636	lines	NN
4637	used	VB
4638	by	OO
4639	lawyers	NN
4640	and	OO
4641	activists	NN
4642	providing	VB
4643	support	NN
4644	are	VB
4645	also	RB
4646	being	VB
4647	suspended	VB
4648	and	OO
4649	many	JJ
4650	phone	NN
4651	lines	NN
4652	have	VB
4653	had	VB
4654	data	NN
4655	services	NN
4656	disabled	JJ
4657	At	OO
4658	least	JJ
4659	six	OO
4660	protesters	NN
4661	were	VB
4662	killed	VB
4663	with	OO
4664	some	OO
4665	reports	NN
4666	that	OO
4667	police	NN
4668	in	OO
4669	some	OO
4670	cities	NN
4671	used	VB
4672	live	JJ
4673	ammunition	NN
4674	on	OO
4675	crowds	NN
4676	Over	OO
4677	1000	OO
4678	protesters	NN
4679	have	VB
4680	been	VB
4681	arrested	VB
4682	and	OO
4683	Egyptian	JJ
4684	telecoms	NN
4685	are	VB
4686	attempting	VB
4687	to	OO
4688	block	VB
4689	access	NN
4690	to	OO
4691	sites	NN
4692	where	RB
4693	protesters	NN
4694	can	VB
4695	post	VB
4696	coverage	NN
4697	While	OO
4698	few	JJ
4699	people	NN
4700	will	VB
4701	openly	RB
4702	admit	VB
4703	to	OO
4704	liking	VB
4705	the	OO
4706	dictatorship	NN
4707	of	OO
4708	Mubarak	NN
4709	he	NN
4710	is	VB
4711	one	OO
4712	of	OO
4713	the	OO
4714	largest	JJ
4715	recipients	NN
4716	of	OO
4717	US	NN
4718	aid	NN
4719	and	OO
4720	maintains	VB
4721	his	JJ
4722	power	NN
4723	largely	RB
4724	because	OO
4725	of	OO
4726	the	OO
4727	US	NN
4728	backing	NN
4729	In	OO
4730	a	OO
4731	January	NN
4732	27th	NN
4733	PBS	NN
4734	interview	NN
4735	Vice	NN
4736	President	NN
4737	Biden	NN
4738	said	VB
4739	he	NN
4740	would	VB
4741	not	RB
4742	refer	VB
4743	to	OO
4744	Egyptian	JJ
4745	President	NN
4746	Mubarak	NN
4747	as	OO
4748	a	OO
4749	dictator	NN
4750	and	OO
4751	instead	RB
4752	called	VB
4753	him	NN
4754	an	OO
4755	ally	NN
4756	on	OO
4757	a	OO
4758	number	NN
4759	of	OO
4760	key	JJ
4761	foreign	JJ
4762	policy	NN
4763	issues	NN
4764	This	OO
4765	year	NN
4766	Pope	NN
4767	Francis	NN
4768	brought	VB
4769	a	OO
4770	little	JJ
4771	something	NN
4772	extra	JJ
4773	for	OO
4774	the	OO
4775	Curia	NN
4776	a	OO
4777	15point	JJ
4778	catalog	NN
4779	of	OO
4780	spiritual	JJ
4781	diseases	NN
4782	seen	VB
4783	among	OO
4784	leadership	NN
4785	there	RB
4786	and	OO
4787	how	RB
4788	a	OO
4789	little	JJ
4790	bit	NN
4791	of	OO
4792	Christmas	NN
4793	spirit	NN
4794	might	VB
4795	help	VB
4796	to	OO
4797	make	VB
4798	things	NN
4799	better	RB
4800	not	RB
4801	a	OO
4802	perfect	JJ
4803	analogy	NN
4804	but	OO
4805	??	NN
4806	Christmas	NN
4807	greeting	NN
4808	Monday	NN
4809	was	VB
4810	roughly	RB
4811	the	OO
4812	equivalent	NN
4813	of	OO
4814	a	OO
4815	CEO	NN
4816	sending	VB
4817	his	JJ
4818	or	OO
4819	her	JJ
4820	top	JJ
4821	executives	NN
4822	off	RB
4823	to	OO
4824	Christmas	NN
4825	vacation	NN
4826	with	OO
4827	a	OO
4828	list	NN
4829	of	OO
4830	everything	NN
4831	they	NN
4832	do	VB
4833	wrong	RB
4834	at	OO
4835	the	OO
4836	company	NN
4837	Merry	JJ
4838	Christmas	NN
4839	The	OO
4840	list	NN
4841	of	OO
