indexInDoc	indexInText	indexInSentence	sentenceNumber	token	posTag	lemma	nerTag
1414	1414	68	78	present	JJ	present	DATE
1415	1415	69	78	,	OO	,	O
1416	1416	70	78	the	OO	the	O
1417	1417	71	78	English	NN	English	MISC
1418	1418	72	78	is	VB	be	O
1419	1419	73	78	likely	JJ	likely	O
1420	1420	74	78	to	OO	to	O
1421	1421	75	78	become	VB	become	O
1422	1422	76	78	a	OO	a	O
1423	1423	77	78	mere	JJ	mere	O
1424	1424	78	78	jargon	NN	jargon	O
1425	1425	79	78	,	OO	,	O
1426	1426	80	78	which	OO	which	O
1427	1427	81	78	every	OO	every	O
1428	1428	82	78	one	OO	one	NUMBER
1429	1429	83	78	may	VB	may	O
1430	1430	84	78	pronounce	VB	pronounce	O
1431	1431	85	78	as	OO	as	O
1432	1432	86	78	he	NN	he	O
1433	1433	87	78	pleases	VB	please	O
1434	1434	88	78	.	OO	.	O
1435	1435	1	79	``	OO	``	O
1436	1436	2	79	Old	JJ	old	O
1437	1437	3	79	nursery	NN	nursery	O
1438	1438	4	79	rhymes	NN	rhyme	O
1439	1439	5	79	can	VB	can	O
1440	1440	6	79	...	OO	...	O
1441	1441	7	79	give	VB	give	O
1442	1442	8	79	us	NN	we	O
1443	1443	9	79	nice	JJ	nice	O
1444	1444	10	79	clues	NN	clue	O
1445	1445	11	79	about	RB	about	O
1446	1446	12	79	earlier	RB	earlier	O
1447	1447	13	79	pronunciations	NN	pronunciation	O
1448	1448	14	79	.	OO	.	O
1449	1449	15	79	''	OO	''	O
1450	1450	1	80	They	NN	they	O
1451	1451	2	80	include	VB	include	O
1452	1452	3	80	such	JJ	such	O
1453	1453	4	80	forms	NN	form	O
1454	1454	5	80	as	OO	as	O
1455	1455	6	80	Feb	NN	Feb	DATE
1456	1456	7	80	`	OO	`	O
1457	1457	8	80	ry	NN	ry	O
1458	1458	9	80	for	OO	for	O
1459	1459	10	80	February	NN	February	DATE
1460	1460	11	80	,	OO	,	O
1461	1461	12	80	and	OO	and	O
1462	1462	13	80	lib	NN	lib	O
1463	1463	14	80	`	OO	`	O
1464	1464	15	80	ry	NN	ry	O
1465	1465	16	80	for	OO	for	O
1466	1466	17	80	library	NN	library	O
1467	1467	18	80	.	OO	.	O
1468	1468	1	81	The	OO	the	O
1469	1469	2	81	vertical	JJ	vertical	O
1470	1470	3	81	line	NN	line	O
1471	1471	4	81	(	OO	-lrb-	O
1472	1472	5	81	ˈ	NN	ˈ	O
1473	1473	6	81	)	OO	-rrb-	O
1474	1474	7	81	is	VB	be	O
1475	1475	8	81	used	VB	use	O
1476	1476	9	81	to	OO	to	O
1477	1477	10	81	show	VB	show	O
1478	1478	11	81	word	NN	word	O
1479	1479	12	81	stress	NN	stress	O
1480	1480	13	81	.	OO	.	O
1481	1481	1	82	In	OO	in	O
1482	1482	2	82	American	JJ	american	MISC
1483	1483	3	82	English	NN	English	MISC
1484	1484	4	82	,	OO	,	O
1485	1485	5	82	t	NN	t	O
1486	1486	6	82	is	VB	be	O
1487	1487	7	82	often	RB	often	O
1488	1488	8	82	pronounced	JJ	pronounced	O
1489	1489	9	82	as	OO	as	O
1490	1490	10	82	a	OO	a	O
1491	1491	11	82	flap	NN	flap	O
1492	1492	12	82	t	NN	t	O
1493	1493	13	82	,	OO	,	O
1494	1494	14	82	which	OO	which	O
1495	1495	15	82	sounds	VB	sound	O
1496	1496	16	82	like	OO	like	O
1497	1497	17	82	d	NN	d	O
1498	1498	18	82	or	OO	or	O
1499	1499	19	82	(	OO	-lrb-	O
1500	1500	20	82	more	RB	more	O
1501	1501	21	82	accurately	RB	accurately	O
1502	1502	22	82	)	OO	-rrb-	O
1503	1503	23	82	like	OO	like	O
1504	1504	24	82	the	OO	the	O
1505	1505	25	82	quick	JJ	quick	O
1506	1506	26	82	,	OO	,	O
1507	1507	27	82	hard	JJ	hard	O
1508	1508	28	82	r	NN	r	O
1509	1509	29	82	heard	VB	hear	O
1510	1510	30	82	in	OO	in	O
1511	1511	31	82	the	OO	the	O
1512	1512	32	82	Spanish	JJ	spanish	MISC
1513	1513	33	82	word	NN	word	O
1514	1514	34	82	pero	NN	pero	O
1515	1515	35	82	.	OO	.	O
1516	1516	1	83	In	OO	in	O
1517	1517	2	83	spin	NN	spin	O
1518	1518	3	83	,	OO	,	O
1519	1519	4	83	the	OO	the	O
1520	1520	5	83	phoneme	NN	phoneme	O
1521	1521	6	83	is	VB	be	O
1522	1522	7	83	pronounced	JJ	pronounced	O
1523	1523	8	83	``	OO	``	O
1524	1524	9	83	normally	RB	normally	O
1525	1525	10	83	''	OO	''	O
1526	1526	11	83	;	OO	;	O
1527	1527	12	83	this	OO	this	O
1528	1528	13	83	``	OO	``	O
1529	1529	14	83	normal	JJ	normal	O
1530	1530	15	83	p	NN	p	O
1531	1531	16	83	''	OO	''	O
1532	1532	17	83	sound	NN	sound	O
1533	1533	18	83	is	VB	be	O
1534	1534	19	83	represented	VB	represent	O
1535	1535	20	83	by	OO	by	O
1536	1536	21	83	p	NN	p	O
1537	1537	22	83	in	OO	in	O
1538	1538	23	83	the	OO	the	O
1539	1539	24	83	IPA	NN	IPA	O
1540	1540	25	83	.	OO	.	O
1541	1541	1	84	Often	RB	often	O
1542	1542	2	84	,	OO	,	O
1543	1543	3	84	slashes	NN	slash	O
1544	1544	4	84	are	VB	be	O
1545	1545	5	84	used	VB	use	O
1546	1546	6	84	to	OO	to	O
1547	1547	7	84	signal	VB	signal	O
1548	1548	8	84	broad	JJ	broad	O
1549	1549	9	84	or	OO	or	O
1550	1550	10	84	phonemic	JJ	phonemic	O
1551	1551	11	84	transcription	NN	transcription	O
1552	1552	12	84	;	OO	;	O
1553	1553	13	84	thus	RB	thus	O
1554	1554	14	84	,	OO	,	O
1555	1555	15	84	/	OO	/	O
1556	1556	16	84	t	NN	t	O
1557	1557	17	84	/	OO	/	O
1558	1558	18	84	is	VB	be	O
1559	1559	19	84	less	RB	less	O
1560	1560	20	84	specific	JJ	specific	O
1561	1561	21	84	than	OO	than	O
1562	1562	22	84	,	OO	,	O
1563	1563	23	84	and	OO	and	O
1564	1564	24	84	could	VB	could	O
1565	1565	25	84	refer	VB	refer	O
1566	1566	26	84	to	OO	to	O
1567	1567	27	84	,	OO	,	O
1568	1568	28	84	either	OO	either	O
1569	1569	29	84	[	OO	-lsb-	O
1570	1570	30	84	t̺ʰ	NN	t̺ʰ	O
1571	1571	31	84	]	OO	-rsb-	O
1572	1572	32	84	or	OO	or	O
1573	1573	33	84	[	OO	-lsb-	O
1574	1574	34	84	t	NN	t	O
1575	1575	35	84	]	OO	-rsb-	O
1576	1576	36	84	,	OO	,	O
1577	1577	37	84	depending	VB	depend	O
1578	1578	38	84	on	OO	on	O
1579	1579	39	84	the	OO	the	O
1580	1580	40	84	context	NN	context	O
1581	1581	41	84	and	OO	and	O
1582	1582	42	84	language	NN	language	O
1583	1583	43	84	.	OO	.	O
1584	1584	1	85	Hyperlinks	NN	hyperlink	O
1585	1585	2	85	are	VB	be	O
1586	1586	3	85	recognized	VB	recognize	O
1587	1587	4	85	as	OO	as	O
1588	1588	5	85	one	OO	one	NUMBER
1589	1589	6	85	unit	NN	unit	O
1590	1590	7	85	(	OO	-lrb-	O
1591	1591	8	85	alaska.edu	NN	alaska.edu	O
1592	1592	9	85	,	OO	,	O
1593	1593	10	85	jmister@gmail.com	NN	jmister@gmail.com	O
1594	1594	11	85	)	OO	-rrb-	O
1595	1595	12	85	.	OO	.	O
1596	1596	1	86	Its	JJ	its	O
1597	1597	2	86	principle	NN	principle	O
1598	1598	3	86	is	VB	be	O
1599	1599	4	86	based	VB	base	O
1600	1600	5	86	on	OO	on	O
1601	1601	6	86	the	OO	the	O
1602	1602	7	86	value	NN	value	O
1603	1603	8	86	introduced	VB	introduce	O
1604	1604	9	86	by	OO	by	O
1605	1605	10	86	Aumann	NN	Aumann	PERSON
1606	1606	11	86	and	OO	and	O
1607	1607	12	86	Shaplay	NN	Shaplay	O
1608	1608	13	86	and	OO	and	O
1609	1609	14	86	reported	VB	report	O
1610	1610	15	86	on	OO	on	O
1611	1611	16	86	slashdot.com	NN	slashdot.com	O
1612	1612	17	86	in	OO	in	O
1613	1613	18	86	game	NN	game	O
1614	1614	19	86	theory	NN	theory	O
1615	1615	20	86	.	OO	.	O
1616	1616	1	87	http://trib.al/svQd7iF	NN	http://trib.al/svqd7if	O
1617	1617	2	87	Sadly	RB	sadly	O
1618	1618	3	87	Kanye	NN	Kanye	PERSON
1619	1619	4	87	West	NN	West	PERSON
1620	1620	5	87	missed	VB	miss	O
1621	1621	6	87	out	OO	out	O
1622	1622	7	87	on	OO	on	O
1623	1623	8	87	the	OO	the	O
1624	1624	9	87	Billboard	NN	Billboard	MISC
1625	1625	10	87	charts	NN	chart	O
1626	1626	11	87	He	NN	he	O
1627	1627	12	87	did	VB	do	O
1628	1628	13	87	respond	VB	respond	O
1629	1629	14	87	to	OO	to	O
1630	1630	15	87	a	OO	a	O
1631	1631	16	87	TIDAL	JJ	tidal	O
1632	1632	17	87	hater	NN	hater	O
1633	1633	18	87	,	OO	,	O
1634	1634	19	87	though	OO	though	O
1635	1635	20	87	http://on.vibe.com/20Txgpm	NN	http://on.vibe.com/20txgpm	O
1636	1636	21	87	.	OO	.	O
1637	1637	1	88	Visit	NN	visit	O
1638	1638	2	88	www.newegg.com	NN	www.newegg.com	O
1639	1639	3	88	for	OO	for	O
1640	1640	4	88	the	OO	the	O
1641	1641	5	88	best	JJ	best	O
1642	1642	6	88	deals	NN	deal	O
1643	1643	7	88	in	OO	in	O
1644	1644	8	88	top	NN	top	O
1645	1645	9	88	of	OO	of	O
1646	1646	10	88	the	OO	the	O
1647	1647	11	88	line	NN	line	O
1648	1648	12	88	gadgets	NN	gadget	O
1649	1649	13	88	.	OO	.	O
1650	1650	1	89	Internet	NN	Internet	MISC
1651	1651	2	89	acronyms	NN	acronym	O
1652	1652	3	89	,	OO	,	O
1653	1653	4	89	text	NN	text	O
1654	1654	5	89	message	NN	message	O
1655	1655	6	89	jargon	NN	jargon	O
1656	1656	7	89	,	OO	,	O
1657	1657	8	89	abbreviations	NN	abbreviation	O
1658	1658	9	89	,	OO	,	O
1659	1659	10	89	initialisms	NN	initialism	O
1660	1660	11	89	,	OO	,	O
1661	1661	12	89	cyberslang	NN	cyberslang	O
1662	1662	13	89	,	OO	,	O
1663	1663	14	89	leetspeak	NN	leetspeak	O
1664	1664	15	89	,	OO	,	O
1665	1665	16	89	SMS	NN	SMS	O
1666	1666	17	89	code	NN	code	O
1667	1667	18	89	,	OO	,	O
1668	1668	19	89	textese	NN	textese	O
1669	1669	20	89	-	OO	-	O
1670	1670	21	89	See	VB	see	O
1671	1671	22	89	more	JJ	more	O
1672	1672	23	89	at	OO	at	O
1673	1673	24	89	:	OO	:	O
1674	1674	25	89	http://www.netlingo.com/acronyms.php#sthash.suX04zyM.dpuf	NN	http://www.netlingo.com/acronyms.php#sthash.sux04zym.dpuf	O
1675	1675	26	89	,	OO	,	O
1676	1676	27	89	aka	OO	aka	O
1677	1677	28	89	the	OO	the	O
1678	1678	29	89	best	JJ	best	O
1679	1679	30	89	site	NN	site	O
1680	1680	31	89	on	OO	on	O
1681	1681	32	89	the	OO	the	O
1682	1682	33	89	internet	NN	internet	O
1683	1683	34	89	.	OO	.	O
1684	1684	1	90	Try	VB	try	O
1685	1685	2	90	to	OO	to	O
1686	1686	3	90	download	VB	download	O
1687	1687	4	90	the	OO	the	O
1688	1688	5	90	dmg	NN	dmg	O
1689	1689	6	90	at	OO	at	O
1690	1690	7	90	developer.apple.com/downloads	NN	developer.apple.com/downloads	O
1691	1691	8	90	(	OO	-lrb-	O
1692	1692	9	90	Command	NN	command	O
1693	1693	10	90	line	NN	line	O
1694	1694	11	90	tools	NN	tool	O
1695	1695	12	90	OS	NN	os	O
1696	1696	13	90	X	NN	x	O
1697	1697	14	90	)	OO	-rrb-	O
1698	1698	15	90	for	OO	for	O
1699	1699	16	90	XCode	NN	xcode	O
1700	1700	17	90	seven	OO	seven	NUMBER
1701	1701	18	90	.	OO	.	O
1702	1702	1	91	``	OO	``	O
1703	1703	2	91	Yeah	OO	yeah	O
1704	1704	3	91	,	OO	,	O
1705	1705	4	91	it	NN	it	O
1706	1706	5	91	was	VB	be	O
1707	1707	6	91	great	JJ	great	O
1708	1708	7	91	,	OO	,	O
1709	1709	8	91	''	OO	''	O
1710	1710	9	91	he	NN	he	O
1711	1711	10	91	said	VB	say	O
1712	1712	11	91	sarcastically	RB	sarcastically	O
1713	1713	12	91	.	OO	.	O
1714	1714	1	92	Professor	NN	Professor	O
1715	1715	2	92	Mark	NN	Mark	PERSON
1716	1716	3	92	Serreze	NN	Serreze	PERSON
1717	1717	4	92	PhD	NN	PhD	O
1718	1718	5	92	,	OO	,	O
1719	1719	6	92	the	OO	the	O
1720	1720	7	92	center	NN	center	O
1721	1721	8	92	's	OO	's	O
1722	1722	9	92	director	NN	director	O
1723	1723	10	92	,	OO	,	O
1724	1724	11	92	says	VB	say	O
1725	1725	12	92	,	OO	,	O
1726	1726	13	92	``	OO	``	O
1727	1727	14	92	We	NN	we	O
1728	1728	15	92	've	VB	have	O
1729	1729	16	92	looked	VB	look	O
1730	1730	17	92	at	OO	at	O
1731	1731	18	92	the	OO	the	O
1732	1732	19	92	average	JJ	average	O
1733	1733	20	92	January	NN	January	DATE
1734	1734	21	92	temperatures	NN	temperature	O
1735	1735	22	92	,	OO	,	O
1736	1736	23	92	and	OO	and	O
1737	1737	24	92	we	NN	we	O
1738	1738	25	92	look	VB	look	O
1739	1739	26	92	at	OO	at	O
1740	1740	27	92	what	NN	what	O
1741	1741	28	92	we	NN	we	O
1742	1742	29	92	call	VB	call	O
1743	1743	30	92	the	OO	the	O
1744	1744	31	92	925	OO	925	NUMBER
1745	1745	32	92	millibar	JJ	millibar	O
1746	1746	33	92	level	NN	level	O
1747	1747	34	92	,	OO	,	O
1748	1748	35	92	about	OO	about	O
1749	1749	36	92	3,000	OO	3,000	NUMBER
1750	1750	37	92	feet	NN	foot	O
1751	1751	38	92	up	RB	up	O
1752	1752	39	92	in	OO	in	O
1753	1753	40	92	the	OO	the	O
1754	1754	41	92	atmosphere	NN	atmosphere	O
1755	1755	42	92	.	OO	.	O
1756	1756	43	92	''	OO	''	O
1757	1757	1	93	The	OO	the	O
1758	1758	2	93	headline	NN	headline	O
1759	1759	3	93	read	NN	read	O
1760	1760	4	93	:	OO	:	O
1761	1761	5	93	`	OO	`	O
1762	1762	6	93	Local	JJ	local	O
1763	1763	7	93	Woman	NN	Woman	O
1764	1764	8	93	Saves	VB	save	O
1765	1765	9	93	Geese	NN	Geese	O
1766	1766	10	93	'	OO	'	O
1767	1767	11	93	.	OO	.	O
1768	1768	1	94	I	NN	I	O
1769	1769	2	94	think	VB	think	O
1770	1770	3	94	they	NN	they	O
1771	1771	4	94	meant	VB	mean	O
1772	1772	5	94	``	OO	``	O
1773	1773	6	94	...	OO	...	O
1774	1774	7	94	finds	VB	find	O
1775	1775	8	94	inspiration	NN	inspiration	O
1776	1776	9	94	in	OO	in	O
1777	1777	10	94	cooking	NN	cooking	O
1778	1778	11	94	,	OO	,	O
1779	1779	12	94	her	JJ	she	O
1780	1780	13	94	family	NN	family	O
1781	1781	14	94	,	OO	,	O
1782	1782	15	94	and	OO	and	O
1783	1783	16	94	her	JJ	she	O
1784	1784	17	94	dog	NN	dog	O
1785	1785	18	94	,	OO	,	O
1786	1786	19	94	''	OO	''	O
1787	1787	20	94	but	OO	but	O
1788	1788	21	94	you	NN	you	O
1789	1789	22	94	never	RB	never	O
1790	1790	23	94	can	VB	can	O
1791	1791	24	94	be	VB	be	O
1792	1792	25	94	sure	JJ	sure	O
1793	1793	26	94	about	OO	about	O
1794	1794	27	94	people	NN	people	O
1795	1795	28	94	.	OO	.	O
1796	1796	1	95	Other	JJ	other	O
1797	1797	2	95	than	OO	than	O
1798	1798	3	95	to	OO	to	O
1799	1799	4	95	indicate	VB	indicate	O
1800	1800	5	95	dates	NN	date	O
1801	1801	6	95	or	OO	or	O
1802	1802	7	95	to	OO	to	O
1803	1803	8	95	separate	JJ	separate	O
1804	1804	9	95	lines	NN	line	O
1805	1805	10	95	of	OO	of	O
1806	1806	11	95	poetry	NN	poetry	O
1807	1807	12	95	(	OO	-lrb-	O
1808	1808	13	95	``	OO	``	O
1809	1809	14	95	Celery	NN	Celery	O
1810	1810	15	95	,	OO	,	O
1811	1811	16	95	raw	JJ	raw	O
1812	1812	17	95	/	OO	/	O
1813	1813	18	95	Develops	VB	develop	O
1814	1814	19	95	the	OO	the	O
1815	1815	20	95	jaw	NN	jaw	O
1816	1816	21	95	''	OO	''	O
1817	1817	22	95	)	OO	-rrb-	O
1818	1818	23	95	,	OO	,	O
1819	1819	24	95	it	NN	it	O
1820	1820	25	95	has	VB	have	O
1821	1821	26	95	few	JJ	few	O
1822	1822	27	95	defensible	JJ	defensible	O
1823	1823	28	95	uses	NN	use	O
1824	1824	29	95	.	OO	.	O
1825	1825	1	96	For	OO	for	O
1826	1826	2	96	example	NN	example	O
1827	1827	3	96	,	OO	,	O
1828	1828	4	96	/	OO	/	O
1829	1829	5	96	ˈkɒntrækt	JJ	ˈkɒntrækt	O
1830	1830	6	96	/	OO	/	O
1831	1831	7	96	is	VB	be	O
1832	1832	8	96	pronounced	JJ	pronounced	O
1833	1833	9	96	with	OO	with	O
1834	1834	10	96	a	OO	a	O
1835	1835	11	96	hard	JJ	hard	O
1836	1836	12	96	k.	NN	k.	O
1837	1837	13	96	``	OO	``	O
1838	1838	14	96	Still	RB	still	O
1839	1839	15	96	,	OO	,	O
1840	1840	16	96	''	OO	''	O
1841	1841	17	96	she	NN	she	O
1842	1842	18	96	says	VB	say	O
1843	1843	19	96	suspiciously	RB	suspiciously	O
1844	1844	20	96	,	OO	,	O
1845	1845	21	96	``	OO	``	O
1846	1846	22	96	should	VB	should	O
1847	1847	23	96	n't	RB	not	O
1848	1848	24	96	it	NN	it	O
1849	1849	25	96	have	VB	have	O
1850	1850	26	96	a	OO	a	O
1851	1851	27	96	reddish	JJ	reddish	O
1852	1852	28	96	tint	NN	tint	O
1853	1853	29	96	?	OO	?	O
1854	1854	30	96	''	OO	''	O
1855	1855	1	97	Use	VB	use	O
1856	1856	2	97	a	OO	a	O
1857	1857	3	97	period	NN	period	O
1858	1858	4	97	(	OO	-lrb-	O
1859	1859	5	97	written	VB	write	O
1860	1860	6	97	<	JJ	<	O
1861	1861	7	97	.	OO	.	O
1862	1862	1	98	>	JJ	>	O
1863	1863	2	98	)	OO	-rrb-	O
1864	1864	3	98	at	OO	at	O
1865	1865	4	98	the	OO	the	O
1866	1866	5	98	end	NN	end	O
1867	1867	6	98	of	OO	of	O
1868	1868	7	98	a	OO	a	O
1869	1869	8	98	complete	JJ	complete	O
1870	1870	9	98	sentence	NN	sentence	O
1871	1871	10	98	that	OO	that	O
1872	1872	11	98	is	VB	be	O
1873	1873	12	98	a	OO	a	O
1874	1874	13	98	statement	NN	statement	O
1875	1875	14	98	.	OO	.	O
1876	1876	1	99	Take	VB	take	O
1877	1877	2	99	Jack	NN	Jack	PERSON
1878	1878	3	99	and	OO	and	O
1879	1879	4	99	Jill	NN	Jill	PERSON
1880	1880	5	99	--	OO	--	O
1881	1881	6	99	`	OO	`	O
1882	1882	7	99	Jack	NN	Jack	PERSON
1883	1883	8	99	and	OO	and	O
1884	1884	9	99	Jill	NN	Jill	PERSON
1885	1885	10	99	went	VB	go	O
1886	1886	11	99	up	OO	up	O
1887	1887	12	99	the	OO	the	O
1888	1888	13	99	hill	NN	hill	O
1889	1889	14	99	to	OO	to	O
1890	1890	15	99	fetch	VB	fetch	O
1891	1891	16	99	a	OO	a	O
1892	1892	17	99	pail	NN	pail	O
1893	1893	18	99	of	OO	of	O
1894	1894	19	99	water	NN	water	O
1895	1895	20	99	;	OO	;	O
1896	1896	21	99	Jack	NN	Jack	PERSON
1897	1897	22	99	fell	VB	fall	O
1898	1898	23	99	down	RB	down	O
1899	1899	24	99	and	OO	and	O
1900	1900	25	99	broke	VB	break	O
1901	1901	26	99	his	JJ	he	O
1902	1902	27	99	crown	NN	crown	O
1903	1903	28	99	and	OO	and	O
1904	1904	29	99	Jill	NN	Jill	PERSON
1905	1905	30	99	came	VB	come	O
1906	1906	31	99	tumbling	VB	tumble	O
1907	1907	32	99	after	OO	after	O
1908	1908	33	99	.	OO	.	O
1909	1909	34	99	'	OO	'	O
1910	1910	1	100	It	NN	it	O
1911	1911	2	100	does	VB	do	O
1912	1912	3	100	not	RB	not	O
1913	1913	4	100	normally	RB	normally	O
1914	1914	5	100	use	VB	use	O
1915	1915	6	100	combinations	NN	combination	O
1916	1916	7	100	of	OO	of	O
1917	1917	8	100	letters	NN	letter	O
1918	1918	9	100	to	OO	to	O
1919	1919	10	100	represent	VB	represent	O
1920	1920	11	100	single	JJ	single	O
1921	1921	12	100	sounds	NN	sound	O
1922	1922	13	100	,	OO	,	O
1923	1923	14	100	the	OO	the	O
1924	1924	15	100	way	NN	way	O
1925	1925	16	100	English	JJ	english	MISC
1926	1926	17	100	does	VB	do	O
1927	1927	18	100	with	OO	with	O
1928	1928	19	100	⟨	NN	⟨	O
1929	1929	20	100	sh	NN	sh	O
1930	1930	21	100	⟩	OO	⟩	NUMBER
1931	1931	22	100	or	OO	or	O
1932	1932	23	100	single	JJ	single	O
1933	1933	24	100	letters	NN	letter	O
1934	1934	25	100	to	OO	to	O
1935	1935	26	100	represent	VB	represent	O
1936	1936	27	100	multiple	JJ	multiple	O
1937	1937	28	100	sounds	NN	sound	O
1938	1938	29	100	,	OO	,	O
1939	1939	30	100	such	JJ	such	O
1940	1940	31	100	as	OO	as	O
1941	1941	32	100	x	NN	x	O
1942	1942	33	100	.	OO	.	O
1943	1943	1	101	The	OO	the	O
1944	1944	2	101	Scarecrow	NN	Scarecrow	MISC
1945	1945	3	101	and	OO	and	O
1946	1946	4	101	the	OO	the	O
1947	1947	5	101	Tin	NN	tin	MISC
1948	1948	6	101	Woodman	NN	Woodman	MISC
1949	1949	7	101	stood	VB	stand	O
1950	1950	8	101	up	OO	up	O
1951	1951	9	101	in	OO	in	O
1952	1952	10	101	a	OO	a	O
1953	1953	11	101	corner	NN	corner	O
1954	1954	12	101	and	OO	and	O
1955	1955	13	101	kept	VB	keep	O
1956	1956	14	101	quiet	JJ	quiet	O
1957	1957	15	101	all	OO	all	O
1958	1958	16	101	night	NN	night	TIME
1959	1959	17	101	,	OO	,	O
1960	1960	18	101	although	OO	although	O
1961	1961	19	101	of	OO	of	O
1962	1962	20	101	course	NN	course	O
1963	1963	21	101	they	NN	they	O
1964	1964	22	101	could	VB	could	O
1965	1965	23	101	not	RB	not	O
1966	1966	24	101	sleep	VB	sleep	O
1967	1967	25	101	.	OO	.	O
1968	1968	1	102	-	OO	-	O
1969	1969	2	102	L.	OO	l.	PERSON
1970	1970	3	102	Frank	NN	Frank	PERSON
1971	1971	4	102	Baum	NN	Baum	PERSON
1972	1972	5	102	Because	OO	because	O
1973	1973	6	102	they	NN	they	O
1974	1974	7	102	did	VB	do	O
1975	1975	8	102	not	RB	not	O
1976	1976	9	102	understand	VB	understand	O
1977	1977	10	102	English	JJ	english	MISC
1978	1978	11	102	grammar	NN	grammar	O
1979	1979	12	102	very	RB	very	O
1980	1980	13	102	well	RB	well	O
1981	1981	14	102	,	OO	,	O
1982	1982	15	102	they	NN	they	O
1983	1983	16	102	came	VB	come	O
1984	1984	17	102	to	OO	to	O
1985	1985	18	102	this	OO	this	O
1986	1986	19	102	web	NN	web	O
1987	1987	20	102	page	NN	page	O
1988	1988	21	102	and	OO	and	O
1989	1989	22	102	posted	VB	post	O
1990	1990	23	102	inaccurate	JJ	inaccurate	O
1991	1991	24	102	examples	NN	example	O
1992	1992	25	102	in	OO	in	O
1993	1993	26	102	the	OO	the	O
1994	1994	27	102	comment	NN	comment	O
1995	1995	28	102	section	NN	section	O
1996	1996	29	102	.	OO	.	O
1997	1997	1	103	:-RRB-	JJ	:-rrb-	O
1998	1998	2	103	The	OO	the	O
1999	1999	3	103	prime	JJ	prime	O
2000	2000	4	103	minister	NN	minister	O
2001	2001	5	103	said	VB	say	O
2002	2002	6	103	:	OO	:	O
2003	2003	7	103	``	OO	``	O
2004	2004	8	103	We	NN	we	O
2005	2005	9	103	will	VB	will	O
2006	2006	10	103	fight	VB	fight	O
2007	2007	11	103	.	OO	.	O
2008	2008	1	104	We	NN	we	O
2009	2009	2	104	will	VB	will	O
2010	2010	3	104	not	RB	not	O
2011	2011	4	104	give	VB	give	O
2012	2012	5	104	up	OO	up	O
2013	2013	6	104	.	OO	.	O
2014	2014	1	105	We	NN	we	O
2015	2015	2	105	will	VB	will	O
2016	2016	3	105	win	VB	win	O
2017	2017	4	105	the	OO	the	O
2018	2018	5	105	next	JJ	next	O
2019	2019	6	105	election	NN	election	O
2020	2020	7	105	.	OO	.	O
2021	2021	8	105	''	OO	''	O
2022	2022	1	106	`	OO	`	O
2023	2023	2	106	Run	NN	Run	O
2024	2024	3	106	as	OO	as	O
2025	2025	4	106	fast	RB	fast	O
2026	2026	5	106	as	OO	as	O
2027	2027	6	106	you	NN	you	O
2028	2028	7	106	can	VB	can	O
2029	2029	8	106	!	OO	!	O
2030	2030	9	106	'	OO	'	O
2031	2031	1	107	he	NN	he	O
2032	2032	2	107	shouted	VB	shout	O
2033	2033	3	107	.	OO	.	O
2034	2034	1	108	In	OO	in	O
2035	2035	2	108	eəʳ	NN	eəʳ	O
2036	2036	3	108	ɪəʳ	NN	ɪəʳ	O
2037	2037	4	108	ʊəʳ	NN	ʊəʳ	O
2038	2038	5	108	,	OO	,	O
2039	2039	6	108	the	OO	the	O
2040	2040	7	108	r	NN	r	O
2041	2041	8	108	is	VB	be	O
2042	2042	9	108	not	RB	not	O
2043	2043	10	108	pronounced	VB	pronounce	O
2044	2044	11	108	in	OO	in	O
2045	2045	12	108	BrE	NN	BrE	O
2046	2046	13	108	,	OO	,	O
2047	2047	14	108	unless	OO	unless	O
2048	2048	15	108	the	OO	the	O
2049	2049	16	108	sound	NN	sound	O
2050	2050	17	108	comes	VB	come	O
2051	2051	18	108	before	OO	before	O
2052	2052	19	108	a	OO	a	O
2053	2053	20	108	vowel	NN	vowel	O
2054	2054	21	108	(	OO	-lrb-	O
2055	2055	22	108	as	OO	as	O
2056	2056	23	108	in	OO	in	O
2057	2057	24	108	dearest	NN	dearest	O
2058	2058	25	108	,	OO	,	O
2059	2059	26	108	dear	RB	dear	O
2060	2060	27	108	Ann	NN	Ann	PERSON
2061	2061	28	108	)	OO	-rrb-	O
2062	2062	29	108	.	OO	.	O
2063	2063	1	109	In	OO	in	O
2064	2064	2	109	American	JJ	american	MISC
2065	2065	3	109	transcriptions	NN	transcription	O
2066	2066	4	109	,	OO	,	O
2067	2067	5	109	ɔ	NN	ɔ	O
2068	2068	6	109	:	OO	:	O
2069	2069	7	109	is	VB	be	O
2070	2070	8	109	often	RB	often	O
2071	2071	9	109	written	VB	write	O
2072	2072	10	109	as	OO	as	O
2073	2073	11	109	ɒ	NN	ɒ	O
2074	2074	12	109	:	OO	:	O
2075	2075	13	109	(	OO	-lrb-	O
2076	2076	14	109	e.g.	OO	e.g.	O
2077	2077	15	109	law	NN	law	O
2078	2078	16	109	=	JJ	=	O
2079	2079	17	109	lɒ	NN	lɒ	O
2080	2080	18	109	:-RRB-	NN	:-rrb-	O
2081	2081	19	109	,	OO	,	O
2082	2082	20	109	unless	OO	unless	O
2083	2083	21	109	it	NN	it	O
2084	2084	22	109	is	VB	be	O
2085	2085	23	109	followed	VB	follow	O
2086	2086	24	109	by	OO	by	O
