indexInText	indexInSentence	sentenceNumber	token	posTag	lemma
1846	20	108	should	MD	should
1847	21	108	n't	RB	n't
1848	22	108	it	PRP	it
1849	23	108	have	VB	have
1850	24	108	a	DT	a
1851	25	108	reddish	JJ	reddish
1852	26	108	tint	NN	tint
1853	27	108	?	.	?
1854	28	108	''	''	''
1855	1	109	Use	VB	Use
1856	2	109	a	DT	a
1857	3	109	period	NN	period
1858	4	109	(	(	(
1859	5	109	written	VBN	write
1860	6	109	<	NNP	<
1861	7	109	.	.	.
1862	8	109	>	NN	>
1863	9	109	)	)	)
1864	10	109	at	IN	at
1865	11	109	the	DT	the
1866	12	109	end	NN	end
1867	13	109	of	IN	of
1868	14	109	a	DT	a
1869	15	109	complete	JJ	complete
1870	16	109	sentence	NN	sentence
1871	17	109	that	WDT	that
1872	18	109	is	VBZ	be
1873	19	109	a	DT	a
1874	20	109	statement	NN	statement
1875	21	109	.	.	.
1876	1	110	Take	VB	Take
1877	2	110	Jack	NNP	Jack
1878	3	110	and	CC	and
1879	4	110	Jill	NNP	Jill
1880	5	110	--	:	--
1881	6	110	'Jack	POS	'Jack
1882	7	110	and	CC	and
1883	8	110	Jill	NNP	Jill
1884	9	110	went	VBD	go
1885	10	110	up	RP	up
1886	11	110	the	DT	the
1887	12	110	hill	NN	hill
1888	13	110	to	TO	to
1889	14	110	fetch	VB	fetch
1890	15	110	a	DT	a
1891	16	110	pail	NN	pail
1892	17	110	of	IN	of
1893	18	110	water	NN	water
1894	19	110	;	:	;
1895	20	110	Jack	NNP	Jack
1896	21	110	fell	VBD	fell
1897	22	110	down	RB	down
1898	23	110	and	CC	and
1899	24	110	broke	VBD	break
1900	25	110	his	PRP$	his
1901	26	110	crown	NN	crown
1902	27	110	and	CC	and
1903	28	110	Jill	NNP	Jill
1904	29	110	came	VBD	come
1905	30	110	tumbling	VBG	tumble
1906	31	110	after	IN	after
1907	32	110	.	.	.
1908	33	110	'	''	'
1909	1	111	It	PRP	It
1910	2	111	does	VBZ	do
1911	3	111	not	RB	not
1912	4	111	normally	RB	normally
1913	5	111	use	VBP	use
1914	6	111	combinations	NNS	combination
1915	7	111	of	IN	of
1916	8	111	letters	NNS	letter
1917	9	111	to	TO	to
1918	10	111	represent	VB	represent
1919	11	111	single	JJ	single
1920	12	111	sounds	NNS	sound
1921	13	111	,	,	,
1922	14	111	the	DT	the
1923	15	111	way	NN	way
1924	16	111	English	NNP	English
1925	17	111	does	VBZ	do
1926	18	111	with	IN	with
1927	19	111	⟨sh⟩	NN	⟨sh⟩
1928	20	111	or	CC	or
1929	21	111	single	JJ	single
1930	22	111	letters	NNS	letter
1931	23	111	to	TO	to
1932	24	111	represent	VB	represent
1933	25	111	multiple	JJ	multiple
1934	26	111	sounds	NNS	sound
1935	27	111	,	,	,
1936	28	111	such	JJ	such
1937	29	111	as	IN	a
1938	30	111	x	NN	x
1939	31	111	.	.	.
1940	1	112	The	DT	The
1941	2	112	Scarecrow	NNP	Scarecrow
1942	3	112	and	CC	and
1943	4	112	the	DT	the
1944	5	112	Tin	NNP	Tin
1945	6	112	Woodman	NNP	Woodman
1946	7	112	stood	VBD	stand
1947	8	112	up	RP	up
1948	9	112	in	IN	in
1949	10	112	a	DT	a
1950	11	112	corner	NN	corner
1951	12	112	and	CC	and
1952	13	112	kept	VBD	keep
1953	14	112	quiet	JJ	quiet
1954	15	112	all	DT	all
1955	16	112	night	NN	night
1956	17	112	,	,	,
1957	18	112	although	IN	although
1958	19	112	of	IN	of
1959	20	112	course	NN	course
1960	21	112	they	PRP	they
1961	22	112	could	MD	could
1962	23	112	not	RB	not
1963	24	112	sleep	VB	sleep
1964	25	112	.	.	.
1965	1	113	-	:	-
1966	2	113	L.	NNP	L.
1967	3	113	Frank	NNP	Frank
1968	4	113	Baum	NNP	Baum
1969	5	113	Because	IN	Because
1970	6	113	they	PRP	they
1971	7	113	did	VBD	do
1972	8	113	not	RB	not
1973	9	113	understand	VB	understand
1974	10	113	English	NNP	English
1975	11	113	grammar	NN	grammar
1976	12	113	very	RB	very
1977	13	113	well	RB	well
1978	14	113	,	,	,
1979	15	113	they	PRP	they
1980	16	113	came	VBD	come
1981	17	113	to	TO	to
1982	18	113	this	DT	this
1983	19	113	web	JJ	web
1984	20	113	page	NN	page
1985	21	113	and	CC	and
1986	22	113	posted	VBD	post
1987	23	113	inaccurate	JJ	inaccurate
1988	24	113	examples	NNS	example
1989	25	113	in	IN	in
1990	26	113	the	DT	the
1991	27	113	comment	NN	comment
1992	28	113	section	NN	section
1993	29	113	.	.	.
1994	1	114	:	:	:
1995	2	114	)	)	)
1996	3	114	The	DT	The
1997	4	114	prime	JJ	prime
1998	5	114	minister	NN	minister
1999	6	114	said	VBD	say
2000	7	114	:	:	:
2001	8	114	``	``	``
2002	9	114	We	PRP	We
2003	10	114	will	MD	will
2004	11	114	fight	VB	fight
2005	12	114	.	.	.
2006	1	115	We	PRP	We
2007	2	115	will	MD	will
2008	3	115	not	RB	not
2009	4	115	give	VB	give
2010	5	115	up	RP	up
2011	6	115	.	.	.
2012	1	116	We	PRP	We
2013	2	116	will	MD	will
2014	3	116	win	VB	win
2015	4	116	the	DT	the
2016	5	116	next	JJ	next
2017	6	116	election	NN	election
2018	7	116	.	.	.
2019	8	116	''	''	''
2020	1	117	'Run	CC	'Run
2021	2	117	as	RB	as
2022	3	117	fast	RB	fast
2023	4	117	as	IN	a
2024	5	117	you	PRP	you
2025	6	117	can	MD	can
2026	7	117	!	.	!
2027	8	117	'	''	'
2028	1	118	he	PRP	he
2029	2	118	shouted	VBD	shout
2030	3	118	.	.	.
2031	1	119	In	IN	In
2032	2	119	eəʳ	JJ	eəʳ
2033	3	119	ɪəʳ	NNP	ɪəʳ
2034	4	119	ʊəʳ	NNP	ʊəʳ
2035	5	119	,	,	,
2036	6	119	the	DT	the
2037	7	119	r	NN	r
2038	8	119	is	VBZ	be
2039	9	119	not	RB	not
2040	10	119	pronounced	VBN	pronounce
2041	11	119	in	IN	in
2042	12	119	BrE	NNP	BrE
2043	13	119	,	,	,
2044	14	119	unless	IN	unless
2045	15	119	the	DT	the
2046	16	119	sound	NN	sound
2047	17	119	comes	VBZ	come
2048	18	119	before	IN	before
2049	19	119	a	DT	a
2050	20	119	vowel	NN	vowel
2051	21	119	(	(	(
2052	22	119	as	IN	a
2053	23	119	in	IN	in
2054	24	119	dearest	NN	dearest
2055	25	119	,	,	,
2056	26	119	dear	JJ	dear
2057	27	119	Ann	NNP	Ann
2058	28	119	)	)	)
2059	29	119	.	.	.
2060	1	120	In	IN	In
2061	2	120	American	JJ	American
2062	3	120	transcriptions	NNS	transcription
2063	4	120	,	,	,
2064	5	120	ɔ	NN	ɔ
2065	6	120	:	:	:
2066	7	120	is	VBZ	be
2067	8	120	often	RB	often
2068	9	120	written	VBN	write
2069	10	120	as	IN	a
2070	11	120	ɒ	NN	ɒ
2071	12	120	:	:	:
2072	13	120	(	(	(
2073	14	120	e.g	NN	e.g
2074	15	120	.	.	.
2075	1	121	law	NN	law
2076	2	121	=	NN	=
2077	3	121	lɒ	NN	lɒ
2078	4	121	:	:	:
2079	5	121	)	)	)
2080	6	121	,	,	,
2081	7	121	unless	IN	unless
2082	8	121	it	PRP	it
2083	9	121	is	VBZ	be
2084	10	121	followed	VBN	follow
2085	11	121	by	IN	by
2086	12	121	r	NN	r
2087	13	121	,	,	,
2088	14	121	in	IN	in
2089	15	121	which	WDT	which
2090	16	121	case	NN	case
2091	17	121	it	PRP	it
2092	18	121	remains	VBZ	remain
2093	19	121	an	DT	an
2094	20	121	ɔ	NN	ɔ
2095	21	121	:	:	:
2096	22	121	.	.	.
2097	1	122	Other	JJ	Other
2098	2	122	common	JJ	common
2099	3	122	capital-letter	NN	capital-letter
2100	4	122	symbols	NNS	symbol
2101	5	122	are	VBP	be
2102	6	122	T	NNP	T
2103	7	122	for	IN	for
2104	8	122	{	(	{
2105	9	122	tone	NN	tone
2106	10	122	}	)	}
2107	11	122	,	,	,
2108	12	122	N	NNP	N
2109	13	122	for	IN	for
2110	14	122	{	(	{
2111	15	122	nasal	JJ	nasal
2112	16	122	}	)	}
2113	17	122	,	,	,
2114	18	122	F	NNP	F
2115	19	122	for	IN	for
2116	20	122	{	(	{
2117	21	122	fricative	JJ	fricative
2118	22	122	}	)	}
2119	23	122	(	(	(
2120	24	122	also	RB	also
2121	25	122	S	NNP	S
2122	26	122	for	IN	for
2123	27	122	{	(	{
2124	28	122	voiceless	JJ	voiceless
2125	29	122	fricative	JJ	fricative
2126	30	122	}	)	}
2127	31	122	and	CC	and
2128	32	122	Z	NNP	Z
2129	33	122	for	IN	for
2130	34	122	{	(	{
2131	35	122	voiced	JJ	voiced
2132	36	122	fricative	JJ	fricative
2133	37	122	}	)	}
2134	38	122	)	)	)
2135	39	122	,	,	,
2136	40	122	G	NNP	G
2137	41	122	for	IN	for
2138	42	122	{	(	{
2139	43	122	glide	JJ	glide
2140	44	122	}	)	}
2141	45	122	or	CC	or
2142	46	122	for	IN	for
2143	47	122	{	(	{
2144	48	122	semivowel/liquid	NN	semivowel/liquid
2145	49	122	}	)	}
2146	50	122	,	,	,
2147	51	122	P	NNP	P
2148	52	122	for	IN	for
2149	53	122	{	(	{
2150	54	122	plosive	JJ	plosive
2151	55	122	}	)	}
2152	56	122	(	(	(
2153	57	122	stop	JJ	stop
2154	58	122	)	)	)
2155	59	122	(	(	(
2156	60	122	also	RB	also
2157	61	122	T	NNP	T
2158	62	122	for	IN	for
2159	63	122	{	(	{
2160	64	122	voiceless	JJ	voiceless
2161	65	122	stop	NN	stop
2162	66	122	}	)	}
2163	67	122	and	CC	and
2164	68	122	D	NNP	D
2165	69	122	for	IN	for
2166	70	122	{	(	{
2167	71	122	voiced	JJ	voiced
2168	72	122	stop	VB	stop
2169	73	122	}	)	}
2170	74	122	)	)	)
2171	75	122	,	,	,
2172	76	122	S	NNP	S
2173	77	122	for	IN	for
2174	78	122	{	(	{
2175	79	122	sibilant	JJ	sibilant
2176	80	122	}	)	}
2177	81	122	,	,	,
2178	82	122	L	NNP	L
2179	83	122	for	IN	for
2180	84	122	{	(	{
2181	85	122	liquid	NN	liquid
2182	86	122	}	)	}
2183	87	122	(	(	(
2184	88	122	or	CC	or
2185	89	122	R	NNP	R
2186	90	122	for	IN	for
2187	91	122	{	(	{
2188	92	122	rhotic	JJ	rhotic
2189	93	122	}	)	}
2190	94	122	and	CC	and
2191	95	122	L	NNP	L
2192	96	122	for	IN	for
2193	97	122	{	(	{
2194	98	122	lateral	JJ	lateral
2195	99	122	}	)	}
2196	100	122	)	)	)
2197	101	122	,	,	,
2198	102	122	#	#	#
2199	103	122	or	CC	or
2200	104	122	hash	NN	hash
2201	105	122	for	IN	for
2202	106	122	{	(	{
2203	107	122	click	NN	click
2204	108	122	}	)	}
2205	109	122	,	,	,
2206	110	122	A	NNP	A
2207	111	122	for	IN	for
2208	112	122	{	(	{
2209	113	122	low	JJ	low
2210	114	122	vowel	NN	vowel
2211	115	122	}	)	}
2212	116	122	,	,	,
2213	117	122	U	NNP	U
2214	118	122	for	IN	for
2215	119	122	{	(	{
2216	120	122	rounded	JJ	rounded
2217	121	122	vowel	NN	vowel
2218	122	122	}	)	}
2219	123	122	and	CC	and
2220	124	122	B	NNP	B
2221	125	122	,	,	,
2222	126	122	D	NNP	D
2223	127	122	,	,	,
2224	128	122	J	NNP	J
2225	129	122	or	CC	or
2226	130	122	Ɉ	NNP	Ɉ
2227	131	122	,	,	,
2228	132	122	K	NNP	K
2229	133	122	,	,	,
2230	134	122	Q	NNP	Q
2231	135	122	,	,	,
2232	136	122	Φ	NNP	Φ
2233	137	122	,	,	,
2234	138	122	H	NNP	H
2235	139	122	for	IN	for
2236	140	122	{	(	{
2237	141	122	labial	JJ	labial
2238	142	122	}	)	}
2239	143	122	,	,	,
2240	144	122	{	(	{
2241	145	122	alveolar	JJ	alveolar
2242	146	122	}	)	}
2243	147	122	,	,	,
2244	148	122	{	(	{
2245	149	122	post-alveolar	JJ	post-alveolar
2246	150	122	}	)	}
2247	151	122	or	CC	or
2248	152	122	{	(	{
2249	153	122	palatal	JJ	palatal
2250	154	122	}	)	}
2251	155	122	,	,	,
2252	156	122	{	(	{
2253	157	122	velar	JJ	velar
2254	158	122	}	)	}
2255	159	122	,	,	,
2256	160	122	{	(	{
2257	161	122	uvular	JJ	uvular
2258	162	122	}	)	}
2259	163	122	,	,	,
2260	164	122	{	(	{
2261	165	122	pharyngeal	NN	pharyngeal
2262	166	122	}	)	}
2263	167	122	and	CC	and
2264	168	122	{	(	{
2265	169	122	glottal	JJ	glottal
2266	170	122	}	)	}
2267	171	122	,	,	,
2268	172	122	respectively	RB	respectively
2269	173	122	,	,	,
2270	174	122	and	CC	and
2271	175	122	X	NNP	X
2272	176	122	for	IN	for
2273	177	122	anything	NN	anything
2274	178	122	.	.	.
2275	1	123	He	PRP	He
2276	2	123	says	VBZ	say
2277	3	123	the	DT	the
2278	4	123	big	JJ	big
2279	5	123	questions–“Do	NN	questions–“Do
2280	6	123	you	PRP	you
2281	7	123	really	RB	really
2282	8	123	need	VB	need
2283	9	123	this	DT	this
2284	10	123	much	JJ	much
2285	11	123	money	NN	money
2286	12	123	to	TO	to
2287	13	123	put	VB	put
2288	14	123	up	RP	up
2289	15	123	these	DT	these
2290	16	123	investments	NNS	investment
2291	17	123	?	.	?
2292	1	124	Have	VBP	Have
2293	2	124	you	PRP	you
2294	3	124	told	VBN	tell
2295	4	124	investors	NNS	investor
2296	5	124	what	WP	what
2297	6	124	is	VBZ	be
2298	7	124	happening	VBG	happen
2299	8	124	in	IN	in
2300	9	124	your	PRP$	your
2301	10	124	sector	NN	sector
2302	11	124	?	.	?
2303	1	125	What	WP	What
2304	2	125	about	IN	about
2305	3	125	your	PRP$	your
2306	4	125	track	NN	track
2307	5	125	record	NN	record
2308	6	125	?	.	?
2309	7	125	–“aren’t	JJ	–“aren’t
2310	8	125	asked	VBD	ask
2311	9	125	of	IN	of
2312	10	125	companies	NNS	company
2313	11	125	coming	VBG	come
2314	12	125	to	TO	to
2315	13	125	market	NN	market
2316	14	125	.	.	.
