indexInDoc	token	posTag	
2811	account	NN	
2812	of	IN	
2813	his	PRP$	
2814	doings	NNS	
2815	of	IN	
2816	his	PRP$	
2817	summons	??	NNS
2818	to	??	TO
2819	Odessa	NNP	
2820	in	IN	
2821	the	DT	
2822	case	NN	
2823	of	IN	
2824	the	DT	
2825	Trepoff	??	NNP
2826	murder	NN	
2827	of	IN	
2828	his	PRP$	
2829	clearing	??	VBG
2830	up	??	IN
2831	of	IN	
2832	the	DT	
2833	singular	JJ	
2834	tragedy	NN	
2835	of	IN	
2836	the	DT	
2837	Atkinson	NNP	
2838	brothers	NNS	
2839	at	IN	
2840	Trincomalee	NNP	
2841	and	CC	
2842	finally	RB	
2843	of	IN	
2844	the	DT	
2845	mission	NN	
2846	which	WDT	
2847	he	PRP	
2848	had	VBD	
2849	accomplished	VBN	
2850	so	RB	
2851	delicately	RB	
2852	and	CC	
2853	successfully	RB	
2854	for	IN	
2855	the	DT	
2856	reigning	??	VBG
2857	family	NN	
2858	of	IN	
2859	Holland	NNP	
2860	Emma	NNP	
2861	Woodhouse	NNP	
2862	handsome	JJ	
2863	clever	JJ	
2864	and	CC	
2865	rich	JJ	
2866	with	IN	
2867	a	DT	
2868	comfortable	JJ	
2869	homeand	NN	
2870	happy	JJ	
2871	disposition	NN	
2872	seemed	VBD	
2873	to	TO	
2874	unite	VB	
2875	some	DT	
2876	of	IN	
2877	the	DT	
2878	best	JJS	
2879	blessings	NNS	
2880	ofexistence	NN	
2881	and	CC	
2882	had	VBD	
2883	lived	VBN	
2884	nearly	RB	
2885	years	NNS	
2886	in	IN	
2887	the	DT	
2888	world	NN	
2889	with	IN	
2890	verylittle	NN	
2891	to	??	TO
2892	distress	NN	
2893	or	CC	
2894	vex	VB	
2895	her	PRP	
2896	She	PRP	
2897	was	VBD	
2898	the	DT	
2899	youngest	JJS	
2900	of	IN	
2901	the	DT	
2902	two	CD	
2903	daughters	NNS	
2904	of	IN	
2905	a	DT	
2906	most	RBS	
2907	affectionate	JJ	
2908	indulgent	??	JJ
2908	father	NN	
2910	and	CC	
2911	had	VBD	
2912	in	IN	
2913	consequence	NN	
2914	of	IN	
2915	her	PRP$	
2916	sister	NN	
2917	s	POS	
2918	marriage	NN	
2919	beenmistress	NN	
2920	of	IN	
2921	his	PRP$	
2922	house	NN	
2923	from	IN	
2924	a	DT	
2925	very	RB	
2926	early	JJ	
2927	period	NN	
2928	Her	PRP$	
2929	mother	NN	
2930	had	VBD	
2931	died/too	??	VBD/RB
2932	long	RB	
2933	ago	RB	
2934	for	IN	
2935	her	??	PRP
2936	to	TO	
2937	have	VB	
2938	more	JJR	
2939	than	IN	
2940	an	DT	
2941	indistinct	JJ	
2942	remembrance	NN	
2943	of/her	??	IN/PAP
2944	caresses	??	NNS
2945	and	CC	
2946	her	PRP$	
2947	place	NN	
2948	had	VBD	
2949	been	VBN	
2950	supplied	VBN	
2951	by	IN	
2952	an	DT	
2953	excellent	JJ	
2954	woman	NN	
2955	asgoverness	NN	
2956	who	WP	
2957	had	VBD	
2958	fallen	VBN	
2959	little	JJ	
2960	short	JJ	
2961	of	IN	
2962	a	DT	
2963	mother	NN	
2964	in	IN	
2965	affection	NN	
2966	Sixteen	CD	
2967	years	NNS	
2968	had	VBD	
2969	Miss	NNP	
2970	Taylor	NNP	
2971	been	VBN	
2972	in	IN	
2973	Mr	NNP	
2974	Woodhouse	NNP	
2975	s	POS	
2976	family	NN	
2977	less	??	JJR
2978	as	IN	
2979	agoverness	NN	
2980	than	IN	
2981	a	DT	
2982	friend	NN	
2983	very	RB	
2984	fond	JJ	
2985	of	IN	
2986	both	??	DT
2987	daughters	NNS	
2988	but	CC	
2989	particularly/of	??	RB/IN
2990	Emma	NNP	
2991	Between	IN	
2992	_	??	??
2993	it	PRP	
2994	was	VBD	
2995	more	??	RBR
2996	the	DT	
2997	intimacy	NN	
2998	of	IN	
2999	sisters	NNS	
3000	Even	RB	
3001	beforeMiss	??	IN/NNP
3002	Taylor	NNP	
3003	had	VBD	
3004	ceased	VBN	
3005	to	TO	
3006	hold	VB	
3007	the	DT	
3008	nominal	JJ	
3009	office	NN	
3010	of	IN	
3011	governess	NN	
3012	themildness	NN	
3013	of	IN	
3014	her	PRP$	
3015	temper	NN	
3016	had	VBD	
3017	hardly	RB	
3018	allowed	VBN	
3019	her	??	PRP
3020	to	TO	
3021	impose	VB	
3022	any	DT	
3023	the	DT	
3024	shadow	NN	
3025	of	IN	
3026	authority	NN	
3027	being	VBG	
3028	now	RB	
3029	long	RB	
3030	passed	VBN	
3031	away	RB	
3032	they	PRP	
3033	had	VBD	
3034	been/living	??	VBN/VBG
3035	together	RB	
3036	as	IN	
3037	friend	NN	
3038	and	CC	
3039	friend	NN	
3040	very	RB	
3041	mutually	RB	
3042	attached	??	VBD
3043	and	CC	
3044	Emmadoing	NNP	
3045	just	RB	
3046	what	WP	
3047	she	PRP	
3048	liked	VBD	
3049	highly	RB	
3050	esteeming	??	VBG
3051	Miss	NNP	
3052	Taylor	NNP	
3053	s	POS	
3054	judgment	NN	
3055	but/directed	??	CC/VBD
3056	chiefly	RB	
3057	by	IN	
3058	her	PRP$	
3059	own	JJ	
3060	The	??	DT
3061	studio	NN	
3062	was	VBD	
3063	filled	VBN	
3064	with	IN	
3065	the	DT	
3066	rich	JJ	
3067	odour	NN	
3068	of	IN	
3069	roses	NNS	
3070	and	CC	
3071	when	WRB	
3072	the	DT	
3073	lightsummer	NN	
3074	wind	NN	
3075	stirred	??	VBD
3076	amidst	IN	
3077	the	DT	
3078	trees	NNS	
3079	of	IN	
3080	the	DT	
3081	garden	NN	
3082	there	EX	
3083	came	VBD	
3084	through/the	??	IN/DT
3085	open	JJ	
3086	door	NN	
3087	the	DT	
3088	heavy	JJ	
3089	scent	NN	
3090	of	IN	
3091	the	DT	
3092	lilac	NN	
3093	or	CC	
3094	the	DT	
3095	more	JJR	
3096	delicateperfume	NN	
3097	of	IN	
3098	the	DT	
3099	thorn	NN	
3100	From	IN	
3101	the	DT	
3102	corner	NN	
3103	of	IN	
3104	the	DT	
3105	divan	NN	
3106	of	IN	
3107	Persian	??	NNP
3108	on	IN	
3109	which	WDT	
3110	he	PRP	
3111	was/lying	??	VBD/VBG
3112	smoking	??	VBG
3113	as	IN	
3114	was	VBD	
3115	his	PRP$	
3116	custom	NN	
3117	innumerable	JJ	
3118	cigarettes	NNS	
3119	Lord	NNP	
3120	HenryWotton	NNP	
3121	could	MD	
3122	just	RB	
3123	catch	VB	
3124	the	DT	
3125	gleam	NN	
3126	of	IN	
3127	the	DT	
3128	and	CC	
3129	of	IN	
3130	a	DT	
3131	laburnum	NN	
3132	whose	WP$	
3133	tremulous	JJ	
3134	branches	NNS	
3135	seemed	VBD	
3136	hardly	RB	
3137	able	JJ	
3138	to/bear	??	TO/VB
3139	the	DT	
3140	burden	NN	
3141	of	IN	
3142	a	DT	
3143	beauty	NN	
3144	so	RB	
3145	flamelike	??	JJ
3146	as	IN	
3147	theirs	PRP	
3148	and	CC	
3149	now	RB	
3150	and	CC	
3151	then/the	??	RB/DT
3152	fantastic	JJ	
3153	shadows	NNS	
3154	of	IN	
3155	birds	NNS	
3156	in	IN	
3157	flight	NN	
3158	flitted	VBD	
3159	across	IN	
3160	the	DT	
3161	curtains	NNS	
3162	that	WDT	
3163	were	VBD	
3164	stretched	VBN	
3165	in	IN	
3166	front	NN	
3167	of	IN	
3168	the	DT	
3169	huge	JJ	
3170	window	NN	
3171	producing	VBG	
3172	a	DT	
3173	kind	NN	
3174	of	IN	
3175	momentary	JJ	
3176	Japanese	JJ	
3177	effect	NN	
3178	and	CC	
3179	making	VBG	
3180	him	PRP	
3181	think	VB	
3182	of/those	??	IN/DT
3183	pallid	??	JJ
3184	painters	NNS	
3185	of	IN	
3186	Tokyo	NNP	
3187	who	WP	
3188	through	IN	
3189	the	DT	
3190	medium	??	NNP
3191	of/an	??	IN/DT
3192	art	NN	
3193	that	WDT	
3194	is	VBZ	
3195	necessarily	RB	
3196	immobile	??	JJ
3197	seek	VB	
3198	to	TO	
3199	convey	VB	
3200	the	DT	
3201	sense	NN	
3202	ofswiftness	NN	
3203	and	CC	
3204	motion	NN	
3205	The	DT	
3206	sullen	JJ	
3207	murmur	NN	
3208	of	IN	
3209	the	DT	
3210	bees	NNS	
3211	shouldering	VBG	
3212	their/way	??	PRP/NN
3213	through	IN	
3214	the	DT	
3215	long	JJ	
3216	unmown	JJ	
3217	grass	NN	
3218	or	CC	
3219	circling	VBG	
3220	with	IN	
3221	monotonousinsistence	NN	
3222	round	??	IN/DT
3223	the	DT	
3224	dusty	JJ	
3225	gilt	??	JJ
3226	horns	NNS	
3227	of	IN	
3228	the	DT	
3229	straggling	??	VBG
3230	woodbine	NN	
3231	seemed	VBD	
3232	to	TO	
3233	make	VB	
3234	the	DT	
3235	stillness	NN	
3236	more	RBR	
3237	oppressive	JJ	
3238	The	DT	
3239	dim	JJ	
3240	roar	NN	
3241	of	IN	
3242	Londonwas	NNP	
3243	like	IN	
3244	the	DT	
3245	bourdon	??	JJ
3246	note	NN	
3247	of	IN	
3248	a	DT	
3249	distant	JJ	
3250	organ	NN	
3251	He	??	PRP
3252	went	VBD	
3253	up	??	IN
3254	to	??	TO
3255	Anna	NNP	
3256	Pavlovna	NNP	
3257	kissed	VBD	
3258	her	PRP$	
3259	hand	NN	
3260	presenting	VBG	
3261	to	??	TO
3262	her	PRP$	
3263	his	PRP$	
3264	bald	??	JJ
3265	scented	??	VBN
3266	and	CC	
3267	shining	VBG	
3268	head	NN	
3269	and	CC	
3270	complacently	RB	
3271	seated	??	VBD
3272	himself	PRP	
3273	on	IN	
3274	the	DT	
3275	sofa	NN	
3276	First	??	JJ
3277	of	IN	
3278	all	DT	
3279	dear	??	JJ
3280	friend	NN	
3281	tell	VB	
3282	me	PRP	
3283	how	WRB	
3284	you	PRP	
3285	are	VBP	
3286	Set	VB	
3287	your	PRP$	
3288	friend	NN	
3289	s	POS	
3290	mind	NN	
3291	at	IN	
3292	rest	NN	
3293	said	VBD	
3294	he	PRP	
3295	without	IN	
3296	altering	VBG	
3297	his	PRP$	
3298	tone	NN	
3299	beneath	IN	
3300	the	DT	
3301	politeness	NN	
3302	and	CC	
3303	affected	??	VBD
3304	sympathy	NN	
3305	of	IN	
3306	which	WDT	
3307	indifference	NN	
3308	and	CC	
3309	even	RB	
3310	irony	NN	
3311	could	MD	
3312	be	VB	
3313	discerned	VBN	
3314	Can	MD	
3315	one	??	NN
3316	be	VB	
3317	well	RB	
3318	while	IN	
3319	suffering	VBG	
3320	morally	RB	
3321	Can	MD	
3322	one	??	NN
3323	be	VB	
3324	calm	??	JJ
3325	in	IN	
3326	times	NNS	
3327	like	IN	
3328	these	DT	
3329	if	IN	
3330	one	??	NN
3331	has	VBZ	
3332	any	DT	
3333	feeling	NN	
3334	said	VBD	
3335	Anna	NNP	
3336	Pavlovna	NNP	
3337	You	PRP	
3338	are	VBP	
3339	staying	VBG	
3340	the	DT	
3341	whole	JJ	
3342	evening	NN	
3343	I	PRP	
3344	hope	VBP	
3345	And	CC	
3346	the	DT	
3347	fete	NN	
3348	at	IN	
3349	the	DT	
3350	English	??	NNP
3351	ambassador	NN	
3352	s	POS	
3353	Today	NN	
3354	is	VBZ	
3355	Wednesday	NNP	
3356	I	PRP	
3357	must	MD	
3358	put	VB	
3359	in	IN	
3360	an	DT	
3361	appearance	NN	
3362	there	RB	
3363	said	VBD	
3364	the	DT	
3365	prince	NN	
3366	My	PRP$	
3367	daughter	NN	
3368	is	VBZ	
3369	coming	VBG	
3370	for	IN	
3371	me	PRP	
3372	to	TO	
3373	take	VB	
3374	me	PRP	
3375	there	??	IN
3376	I	PRP	
3377	thought	VBD	
3378	today	NN	
3379	s	POS	
3380	fete	NN	
3381	had	VBD	
3382	been	VBN	
3383	canceled	VBN	
3384	I	PRP	
3385	confess	VBP	
3386	all	??	PDT
3387	these	DT	
3388	festivities	NNS	
3389	and	CC	
3390	fireworks	NNS	
3391	are	VBP	
3392	becoming	VBG	
3393	wearisome	??	JJ
3394	If	IN	
3395	they	PRP	
3396	had	VBD	
3397	known	VBN	
3398	that	IN	
3399	you	PRP	
3400	wished	VBD	
3401	it	PRP	
3402	the	DT	
3403	entertainment	NN	
3404	would	MD	
3405	have	VB	
3406	been	VBN	
3407	put	VBN	
3408	off	RP	
3409	said	VBD	
3410	the	DT	
3411	prince	NN	
3412	who	WP	
3413	like	IN	
3414	a	DT	
3415	clock	NN	
3416	by	IN	
3417	force	NN	
3418	of	IN	
3419	habit	NN	
3420	said	VBD	
3421	things	NNS	
3422	he	PRP	
3423	did	VBD	
3424	not	RB	
3425	even	RB	
3426	wish	VB	
3427	to	TO	
3428	be	VB	
3429	believed	VBN	
3430	Do	??	IN
3431	nt	RB	
3432	tease	VB	
3433	Well	??	UH
3434	and	CC	
3435	what	WP	
3436	has	VBZ	
3437	been	VBN	
3438	decided	VBN	
3439	about	IN	
3440	Novosiltsev	NNP	
3441	s	POS	
3442	dispatch	??	NN
3443	You	PRP	
3444	know	VBP	
3445	everything	NN	
3446	What	WP	
3447	can	MD	
3448	one	??	NN
3449	say	??	VBZ
3450	about	IN	
3451	it	PRP	
3452	replied	VBD	
3453	the	DT	
3454	prince	NN	
3455	in	IN	
3456	a	DT	
3457	cold	JJ	
3458	listless	JJ	
3459	tone	NN	
3460	What	WP	
3461	has	VBZ	
3462	been	VBN	
3463	decided	VBN	
3464	They	PRP	
3465	have	VBP	
3466	decided	VBN	
3467	that	IN	
3468	Buonaparte	NNP	
3469	has	VBZ	
3470	burnt	VBN	
3471	his	PRP$	
3472	boats	NNS	
3473	and	CC	
3474	I	PRP	
3475	believe	VBP	
3476	that	IN	
3477	we	PRP	
3478	are	VBP	
3479	ready	JJ	
3480	to	TO	
3481	burn	VB	
3482	ours	PRP	
3483	In	??	IN
3484	the	DT	
3485	offing	??	NN
3486	the	DT	
3487	sea	NN	
3488	and	CC	
3489	the	DT	
3490	sky	NN	
3491	were	VBD	
3492	welded	VBN	
3493	together	RB	
3494	without	IN	
3495	a	DT	
3496	joint	??	NN
3497	and	CC	
3498	in	IN	
3499	the	DT	
3500	luminous	JJ	
3501	space	NN	
3502	the	DT	
3503	tanned	??	VBN
3504	sails	NNS	
3505	of	IN	
3506	the	DT	
3507	barges	NNS	
3508	drifting	VBG	
3509	up	RP	
3510	with	IN	
3511	the	DT	
3512	tide	NN	
3513	seemed	VBD	
3514	to	TO	
3515	stand	VB	
3516	still	RB	
3517	in	IN	
3518	red	JJ	
3519	clusters	NNS	
3520	of	IN	
3521	canvas	NN	
3522	sharply	RB	
3523	peaked	VBD	
3524	with	IN	
3525	gleams	NNS	
3526	of	IN	
3527	varnished	??	VBD
3528	sprits	NNS	
3529	A	DT	
3530	haze	NN	
3531	rested	VBD	
3532	on	IN	
3533	the	DT	
3534	low	JJ	
3535	shores	NNS	
3536	that	WDT	
3537	ran	VBD	
3538	out	RP	
3539	to	??	TO
3540	sea	NN	
3541	in	IN	
3542	vanishing	VBG	
3543	flatness	NN	
3544	The	DT	
3545	air	NN	
3546	was	VBD	
3547	dark	JJ	
3548	above	IN	
3549	Gravesend	NNP	
3550	and	CC	
3551	farther	RB	
3552	back	RB	
3553	still	RB	
3554	seemed	VBD	
3555	condensed	??	VBN
3556	into	IN	
3557	a	DT	
3558	mournful	JJ	
3559	gloom	NN	
3560	brooding	??	VBG
3561	motionless	??	JJ
3562	over	IN	
3563	the	DT	
3564	biggest	JJS	
3565	and	CC	
3566	the	DT	
3567	greatest	JJS	
3568	town	NN	
3569	on	IN	
3570	earth	NN	
3571	The	DT	
3572	Director	??	NNP
3573	of	IN	
3574	Companies	??	NNP
3575	was	VBD	
3576	our	PRP$	
3577	captain	NN	
3578	and	CC	
3579	our	PRP$	
3580	host	NN	
3581	We	PRP	
3582	four	CD	
3583	affectionately	RB	
3584	watched	??	VBD
3585	his	PRP$	
3586	back	NN	
3587	as	IN	
3588	he	PRP	
3589	stood	VBD	
3590	in	IN	
3591	the	DT	
3592	bows	NNS	
3593	looking	VBG	
3594	to	??	TO
3595	seaward	??	NN
3596	On	IN	
3597	the	DT	
3598	whole	JJ	
3599	river	NN	
3600	there	EX	
3601	was	VBD	
3602	nothing	NN	
3603	that	??	IN
3604	looked	VBD	
3605	half	??	JJ
3606	so	RB	
3607	nautical	JJ	
3608	He	PRP	
3609	resembled	VBD	
3610	a	DT	
3611	pilot	NN	
3612	which	WDT	
3613	to	??	TO
3614	a	DT	
3615	seaman	NN	
3616	is	VBZ	
3617	trustworthiness	NN	
3618	personified	VBN	
3619	It	PRP	
3620	was	VBD	
3621	difficult	JJ	
3622	to	TO	
3623	realize	VB	
3624	his	PRP$	
3625	work	NN	
3626	was	VBD	
3627	not	RB	
3628	out	??	IN
3629	there	RB	
3630	in	IN	
3631	the	DT	
3632	luminous	JJ	
3633	estuary	NN	
3634	but	CC	
3635	behind	IN	
3636	him	PRP	
3637	within	IN	
3638	the	DT	
3639	brooding	??	VBG
3640	gloom	NN	
3641	Between	IN	
3642	us	PRP	
3643	there	??	IN
3644	was	VBD	
3645	as	IN	
3646	I	PRP	
3647	have	VBP	
3648	already	RB	
3649	said	??	VBD
3650	somewhere	RB	
3651	the	DT	
3652	bond	NN	
3653	of	IN	
3654	the	DT	
3655	sea	NN	
3656	Besides	IN	
3657	holding	VBG	
3658	our	PRP$	
3659	hearts	NNS	
3660	together	RB	
3661	through	IN	
3662	long	JJ	
3663	periods	NNS	
3664	of	IN	
3665	separation	NN	
3666	it	PRP	
3667	had	VBD	
3668	the	DT	
3669	effect	NN	
3670	of	IN	
3671	making	VBG	
3672	us	PRP	
3673	tolerant	JJ	
3674	of	IN	
3675	each	DT	
3676	other	JJ	
3677	s	POS	
3678	even	RB	
3679	convictions	NNS	
3680	The	DT	
3681	best	JJS	
3682	of	IN	
3683	old	JJ	
3684	because	IN	
3685	of	IN	
3686	his	PRP$	
3687	many	JJ	
3688	years	NNS	
3689	and	CC	
3690	many	JJ	
3691	virtues	NNS	
3692	the	DT	
3693	only	JJ	
3694	cushion	NN	
3695	on	IN	
3696	deck	NN	
3697	and	CC	
3698	was	VBD	
3699	lying	VBG	
3700	on	IN	
3701	the	DT	
3702	only	JJ	
3703	rug	NN	
3704	From	IN	
3705	the	DT	
3706	listless	JJ	
3707	repose	NN	
3708	of	IN	
3709	the	DT	
3710	place	NN	
3711	and	CC	
3712	the	DT	
3713	peculiar	JJ	
3714	character	NN	
3715	of	IN	
3716	its	PRP$	
3717	inhabitants	NNS	
3718	who	WP	
3719	are	VBP	
3720	descendants	NNS	
3721	from	IN	
3722	the	DT	
3723	original	JJ	
3724	Dutch	??	NNPS
3725	settlers	NNS	
3726	this	DT	
3727	sequestered	??	VBN
3728	glen	??	NN
3729	has	VBZ	
3730	long	RB	
3731	been	VBN	
3732	known	VBN	
3733	by	IN	
3734	the	DT	
3735	name	NN	
3736	of	IN	
3737	SLEEPY	NNP	
3738	HOLLOW	NNP	
3739	and	CC	
3740	its	PRP$	
3741	rustic	JJ	
3742	lads	NNS	
3743	are	VBP	
3744	called	VBN	
3745	the	DT	
3746	Sleepy	NNP	
3747	Hollow	NNP	
3748	Boys	NNPS	
3749	throughout	IN	
3750	all	PDT	
3751	the	DT	
3752	neighboring	??	JJ
3753	country	NN	
3754	A	DT	
3755	drowsy	??	JJ
3756	dreamy	JJ	
3757	influence	NN	
3758	seems	VBZ	
3759	to	TO	
3760	hang	VB	
3761	over	IN	
3762	the	DT	
3763	land	NN	
3764	and	CC	
3765	to	TO	
3766	pervade	VB	
3767	the	DT	
3768	very	??	DT
3769	atmosphere	NN	
3770	Some	DT	
3771	say	VBP	
3772	that	IN	
3773	the	DT	
3774	place	NN	
3775	was	VBD	
3776	bewitched	VBN	
3777	by	IN	
3778	a	DT	
3779	High	JJ	
3780	German	JJ	
3781	doctor	NN	
3782	during	IN	
3783	the	DT	
3784	early	JJ	
3785	days	NNS	
3786	of	IN	
3787	the	DT	
3788	settlement	NN	
3789	others	NNS	
3790	that	IN	
3791	an	DT	
3792	old	JJ	
3793	Indian	JJ	
3794	chief	NN	
3795	the	DT	
3796	prophet	NN	
3797	or	CC	
3798	wizard	NN	
3799	of	IN	
3800	his	PRP$	
3801	tribe	NN	
3802	held	VBD	
3803	his	PRP$	
3804	powwows	NNS	
3805	there	RB	
3806	before	IN	
3807	the	DT	
3808	country	NN	
3809	was	VBD	
3810	discovered	VBN	
3811	by	IN	
3812	Master	NNP	
3813	Hendrick	NNP	
3814	Hudson	NNP	
3815	Certain	JJ	
3816	it	PRP	
3817	is	VBZ	
3818	the	DT	
3819	place	NN	
3820	still	RB	
3821	continues	VBZ	
3822	under	IN	
3823	the	DT	
3824	sway	??	NN
3825	of	IN	
3826	some	DT	
3827	witching	NN	
3828	power	NN	
3829	that	WDT	
3830	holds	VBZ	
3831	a	DT	
3832	spell	NN	
3833	over	IN	
3834	the	DT	
3835	minds	NNS	
3836	of	IN	
3837	the	DT	
3838	good	JJ	
3839	people	NNS	
3840	causing	VBG	
3841	them	PRP	
3842	to	TO	
3843	walk	VB	
3844	in	IN	
3845	a	DT	
3846	continual	JJ	
3847	reverie	NN	
3848	They	PRP	
3849	are	VBP	
3850	given	VBN	
3851	to	??	TO
3852	all	DT	
3853	kinds	NNS	
3854	of	IN	
3855	marvellous	JJ	
3856	beliefs	NNS	
3857	are	VBP	
3858	subject	JJ	
3859	to	??	TO
3860	trances	NNS	
3861	and	CC	
3862	visions	NNS	
3863	and	CC	
3864	frequently	RB	
3865	see	??	VBZ
3866	strange	JJ	
3867	sights	NNS	
3868	and	CC	
3869	hear	??	VBZ
3870	music	NN	
3871	and	CC	
3872	voices	NNS	
3873	in	IN	
3874	the	DT	
3875	air	NN	
3876	The	DT	
3877	whole	JJ	
3878	neighborhood	NN	
3879	abounds	VBZ	
3880	with	IN	
3881	local	JJ	
3882	tales	NNS	
3883	haunted	??	VBN
3884	spots	NNS	
3885	and	CC	
3886	twilight	??	JJ
3887	superstitions	NNS	
3888	stars	NNS	
3889	shoot	??	VBZ
3890	and	CC	
3891	meteors	NNS	
3892	glare	??	VBZ
3893	oftener	NN	
3894	across	IN	
3895	the	DT	
3896	valley	NN	
3897	than	IN	
3898	in	IN	
3899	any	DT	
3900	other	JJ	
3901	part	NN	
3902	of	IN	
3903	the	DT	
3904	country	NN	
3905	and	CC	
3906	the	DT	
3907	nightmare	NN	
3908	with	IN	
3909	her	PRP$	
3910	whole	JJ	
3911	ninefold	??	JJ
3912	seems	VBZ	
3913	to	TO	
3914	make	VB	
3915	it	PRP	
3916	the	DT	
3917	favorite	JJ	
3918	scene	NN	
3919	of	IN	
3920	her	PRP$	
3921	gambols	NNS	
3922	This	DT	
3923	is	VBZ	
3924	our	PRP$	
3925	home	NN	
3926	she	PRP	
3927	said	VBD	
3928	Tuesday	NNP	
3929	standing	VBG	
3930	in	IN	
3931	her	PRP$	
3932	driveway	NN	
3933	wearing	VBG	
3934	a	DT	
3935	sleeveless	JJ	
3936	blouse	NN	
3937	and	CC	
3938	sandals	NNS	
3939	Until	IN	
3940	it	PRP	
3941	s	??	POS
3942	in	IN	
3943	my	PRP$	
3944	backyard	NN	
3945	and	CC	
3946	that	??	DT
3947	rubber	NN	
3948	is	VBZ	
3949	melting	VBG	
3950	on	IN	
3951	my	PRP$	
3952	truck	NN	
3953	not	RB	
3954	going	VBG	
3955	anywhere	RB	
3956	got	??	MD
3957	to	TO	
3958	protect	VB	
3959	the	DT	
3960	neighborhood	NN	
3961	Who	WP	
3962	else	RB	
3963	is	VBZ	
3964	going	VBG	
3965	to	??	
3966	The	DT	
3967	flames	NNS	
3968	came	VBD	
3969	close	RB	
3970	to	??	TO
3971	this	DT	
3972	neighborhood	NN	
3973	on	IN	
3974	the	DT	
3975	fire	NN	
3976	s	POS	
3977	northern	JJ	
3978	edge	NN	
3979	Monday	NNP	
3980	night	NN	
3981	A	DT	
3982	wind	NN	
3983	shift	??	NN
3984	pushed	??	VBD
3985	flames	NNS	
3986	from	IN	
3987	the	DT	
3988	next	JJ	
3989	road	NN	
3990	south	RB	
3991	West	??	NNP
3992	Sockeye	NNP	
3993	Avenue	NNP	
3994	near	IN	
3995	where	WRB	
3996	the	DT	
3997	fire	NN	
3998	started	VBD	
3999	and	CC	
4000	toward	IN	
4001	the	DT	
4002	rural	JJ	
4003	West	NNP	
4004	Sheep	NNP	
4005	Creek	NNP	
4006	Drive	NNP	
4007	neighborhood	NN	
4008	where	WRB	
4009	Walz	NNP	
4010	lives	VBZ	
4011	amid	IN	
4012	a	DT	
4013	thick	JJ	
4014	canopy	NN	
4015	of	IN	
4016	the	DT	
4017	same	JJ	
4018	black	JJ	
4019	spruce	??	NN
4020	that	IN	
4021	this	DT	
4022	fire	NN	
4023	blows	??	VBZ
4024	through	IN	
4025	like	IN	
4026	standing	VBG	
4027	tinder	NN	
4028	Alaska	NNP	
4029	State	NNP	
4030	Troopers	??	NNPS
4031	told	VBD	
4032	the	DT	
4033	scattered	??	VBN
4034	residents	NNS	
4035	along	IN	
4036	the	DT	
4037	gravel	NN	
4038	road	NN	
4039	to	TO	
4040	evacuate	VB	
4041	Walz	NNP	
4042	lost	VBD	
4043	her	PRP$	
4044	home	NN	
4045	in	IN	
4046	the	DT	
4047	1996	CD	
4048	Miller	NNP	
4049	s	POS	
4050	Reach	??	NNPS
4051	fire	NN	
4052	that	WDT	
4053	destroyed	VBD	
4054	more	JJR	
4055	than	IN	
4056	400	CD	
4057	I	PRP	
4058	told	VBD	
4059	him	PRP	
4060	I	PRP	
4061	was	VBD	
4062	nt	RB	
4063	leaving	VBG	
4064	she	PRP	
4065	said	VBD	
4066	They	PRP	
4067	said	VBD	
4068	it	PRP	
4069	was	VBD	
4070	voluntary	JJ	
4071	anyway	RB	
4072	This	DT	
4073	fire	NN	
4074	however	RB	
4075	is	VBZ	
4076	expected	VBN	
4077	to	TO	
4078	turn	VB	
4079	ugly	??	JJ
4080	again	RB	
4081	Forecasts	NNS	
4082	called	??	VBD
4083	for	IN	
4084	extreme	JJ	
4085	behavior	NN	
4086	Tuesday	NNP	
4087	night	NN	
4088	due	??	RB
4089	to	??	TO
4090	thunderstorms	NNS	
4091	and	CC	
4092	erratic	JJ	
4093	winds	NNS	
4094	The	DT	
4095	crews	NNS	
4096	fighting	VBG	
4097	the	DT	
4098	fire	NN	
4099	acknowledge	??	VB
4100	the	DT	
4101	state	NN	
4102	s	POS	
4103	general	JJ	
4104	policy	NN	
4105	against	IN	
4106	mandatory	JJ	
4107	evacuations	NNS	
4108	But	CC	
4109	they	PRP	
4110	do	VBP	
4111	nt	RB	
4112	like	VB	
4113	it	PRP	
4114	officials	NNS	
4115	say	VBP	
4116	because	IN	
4117	homeowners	NNS	
4118	may	MD	
4119	misjudge	VB	
4120	the	DT	
4121	danger	NN	
4122	The	DT	
4123	troopers	NNS	
4124	are	VBP	
4125	very	RB	
4126	cautious	JJ	
4127	in	IN	
4128	advising	VBG	
4129	us	PRP	
4130	that	IN	
4131	evacuations	NNS	
4132	are	VBP	
4133	voluntary	JJ	
4134	Tom	NNP	
4135	Kurth	NNP	
4136	incident	NN	
4137	commander	NN	
4138	on	IN	
4139	the	DT	
4140	fire	NN	
4141	said	VBD	
4142	during	IN	
4143	a	DT	
4144	press	NN	
4145	conference	NN	
4146	Tuesday	NNP	
4147	Little	??	JJ
4148	by	IN	
4149	little	JJ	
4150	allowed	??	VBD
4151	our	PRP$	
4152	freedom	NN	
4153	to	TO	
4154	slip	VB	
4155	away	RB	
4156	Mr	NNP	
4157	Paul	NNP	
4158	said	VBD	
4159	during	IN	
4160	a	DT	
4161	lengthy	JJ	
